회계연도,지역명,자치단체명,자치단체코드,본청여부,일반회계,기타특별회계,공기업특별회계,기금회계,지방채잔액합계
2023,경남,경남본청,4800000,Y,949622075000,82206250000,25625900000,549275935000,1606730160000
2023,제주,제주본청,4900000,Y,827159375000,3082500000,111713000000,271628455000,1213583330000
2024,서울,서울본청,1100000,Y,34200000000,10803339990900,0,500000000000,11337539990900
2024,부산,부산본청,2600000,Y,1978029356500,817352460000,0,350924275000,3146306091500
2024,대구,대구본청,2700000,Y,803425000000,291864780000,67000000000,1176888762724,2339178542724
2024,인천,인천본청,2800000,Y,897243555840,333460600000,0,782566936430,2013271092270
2024,광주,광주본청,2900000,Y,1340391375000,0,1920000000,489836217000,1832147592000
2024,대전,대전본청,3000000,Y,913185625000,52718750000,17600000000,413873659000,1397378034000
2024,울산,울산본청,3100000,Y,112000000000,40625000000,0,636736435000,789361435000
2024,세종,세종본청,3200000,Y,163570375000,55581000000,0,212360540000,431511915000
2024,경기,경기본청,4100000,Y,998728325000,265408125000,56000000000,4145566225000,5465702675000
2024,강원,강원본청,4200000,Y,306247778580,35200000000,9000000000,937451891420,1287899670000
2024,충북,충북본청,4300000,Y,299801915700,10000000000,5000000000,952634650000,1267436565700
2024,충남,충남본청,4400000,Y,993000000000,4800000000,31200000000,895295975000,1924295975000
2024,전북,전북본청,4500000,Y,670271019920,15800000000,2500000000,645993920000,1334564939920
2024,전남,전남본청,4600000,Y,450163200000,11205000000,0,1151088190000,1612456390000
2024,경북,경북본청,4700000,Y,524202500000,26399998000,8535100000,1068896002000,1628033600000
2024,경남,경남본청,4800000,Y,867211137500,74656250000,23875900000,536167820000,1501911107500
2024,제주,제주본청,4900000,Y,897450625000,2857500000,175713000000,251582405000,1327603530000
