회계연도,지역명,자치단체명,본청여부,당초예산,최종예산,증감액,증감률
2015,부산,부산부산진구,N,396571863000,465560776000,68988913000,17.3963
2015,부산,부산북구,N,301149761000,375932828000,74783067000,24.8325
2015,부산,부산사상구,N,279928602000,335909911000,55981309000,19.9984
2015,부산,부산사하구,N,352996362000,423195143000,70198781000,19.8865
2015,부산,부산서구,N,207404271000,263809193000,56404922000,27.1956
2015,부산,부산수영구,N,198976382000,253760182000,54783800000,27.5328
2015,부산,부산연제구,N,248944727000,296706996000,47762269000,19.1859
2015,부산,부산영도구,N,204299782000,254029395000,49729613000,24.3415
2015,부산,부산중구,N,125140462000,145534244000,20393782000,16.2967
2015,부산,부산해운대구,N,412895098000,492648572000,79753474000,19.3157
2015,서울,서울강남구,N,870243560000,913497109000,43253549000,4.9703
2015,서울,서울강동구,N,471609263000,536906380000,65297117000,13.8456
2015,서울,서울강북구,N,443820632000,509985766000,66165134000,14.9081
2015,서울,서울강서구,N,671626456000,716450261000,44823805000,6.6739
2015,서울,서울관악구,N,474634140000,538982553000,64348413000,13.5575
2015,서울,서울광진구,N,394745789000,463939983000,69194194000,17.5288
2015,서울,서울구로구,N,487461141000,536195254000,48734113000,9.9975
2015,서울,서울금천구,N,329484186000,367325152000,37840966000,11.4849
2015,서울,서울노원구,N,637254831000,733094170000,95839339000,15.0394
2015,서울,서울도봉구,N,392738766000,456419135000,63680369000,16.2144
2015,서울,서울동대문구,N,417957150000,471645885000,53688735000,12.8455
2015,서울,서울동작구,N,402865467000,484490611000,81625144000,20.2611
2015,서울,서울마포구,N,510562462000,566443878000,55881416000,10.9451
2015,서울,서울본청,Y,26657217692000,28594040559000,1936822867000,7.2657
2015,서울,서울서대문구,N,377506379000,426443304000,48936925000,12.9632
2015,서울,서울서초구,N,632284418000,694364345000,62079927000,9.8184
2015,서울,서울성동구,N,391628042000,436393783000,44765741000,11.4307
2015,서울,서울성북구,N,494445596000,566147562000,71701966000,14.5015
2015,서울,서울송파구,N,565741586000,619344686000,53603100000,9.4748
2015,서울,서울양천구,N,488841223000,539185589000,50344366000,10.2987
2015,서울,서울영등포구,N,451000771000,510507641000,59506870000,13.1944
2015,서울,서울용산구,N,342822005000,366162333000,23340328000,6.8083
2015,서울,서울은평구,N,510381323000,552486823000,42105500000,8.2498
2015,서울,서울종로구,N,412696383000,465677144000,52980761000,12.8377
2015,서울,서울중구,N,362120674000,394568734000,32448060000,8.9606
2015,서울,서울중랑구,N,461503937000,508398311000,46894374000,10.1612
2015,세종,세종본청,Y,967609435000,1308568915000,340959480000,35.2373
2015,울산,울산남구,N,365992759000,424711904000,58719145000,16.0438
2015,울산,울산동구,N,196792903000,220876850000,24083947000,12.2382
2015,울산,울산본청,Y,3090833905000,3385958353000,295124448000,9.5484
2015,울산,울산북구,N,228750652000,270763121000,42012469000,18.3661
2015,울산,울산울주군,N,617698625000,718523276000,100824651000,16.3226
2015,울산,울산중구,N,254355912000,293100581000,38744669000,15.2325
2015,인천,인천강화군,N,362447066000,418026788000,55579722000,15.3346
2015,인천,인천계양구,N,337156084000,366639214000,29483130000,8.7447
2015,인천,인천남구,N,456803959000,493694351000,36890392000,8.0758
2015,인천,인천남동구,N,549369065000,612296198000,62927133000,11.4544
2015,인천,인천동구,N,196728879000,207474788000,10745909000,5.4623
2015,인천,인천본청,Y,8051910458000,9641043120000,1589132662000,19.7361
2015,인천,인천부평구,N,565102625000,596600321000,31497696000,5.5738
2015,인천,인천서구,N,503902107000,586941977000,83039870000,16.4794
2015,인천,인천연수구,N,340871714000,393642290000,52770576000,15.4811
2015,인천,인천옹진군,N,270890885000,300825475000,29934590000,11.0504
2015,인천,인천중구,N,267839076000,308415160000,40576084000,15.1494
2015,전남,전남강진군,N,288900245000,350817623000,61917378000,21.4321
2015,전남,전남고흥군,N,476950521000,648837814000,171887293000,36.0388
2015,전남,전남곡성군,N,293081181000,340383959000,47302778000,16.1398
2015,전남,전남광양시,N,571996050000,649247732000,77251682000,13.5056
2015,전남,전남구례군,N,249445786000,256372690000,6926904000,2.7769
2015,전남,전남나주시,N,542832067000,662939311000,120107244000,22.126
2015,전남,전남담양군,N,324285087000,354700006000,30414919000,9.3791
2015,전남,전남목포시,N,654350907000,695738545000,41387638000,6.325
2015,전남,전남무안군,N,374855303000,451112426000,76257123000,20.3431
2015,전남,전남보성군,N,363186383000,409794518000,46608135000,12.8331
2015,전남,전남본청,Y,6671297574000,7032329719000,361032145000,5.4117
2015,전남,전남순천시,N,868763310000,1063528990000,194765680000,22.4187
2015,전남,전남신안군,N,411807333000,493281325000,81473992000,19.7845
2015,전남,전남여수시,N,905385126000,1059224121000,153838995000,16.9916
2015,전남,전남영광군,N,408286704000,526914249000,118627545000,29.055
2015,전남,전남영암군,N,394441213000,465048685000,70607472000,17.9006
2015,전남,전남완도군,N,347153276000,438890547000,91737271000,26.4256
2015,전남,전남장성군,N,331721208000,406434634000,74713426000,22.523
2015,전남,전남장흥군,N,339304269000,381396374000,42092105000,12.4054
2015,전남,전남진도군,N,285347681000,339870640000,54522959000,19.1076
2015,전남,전남함평군,N,325197254000,401664123000,76466869000,23.514
2015,전남,전남해남군,N,497528135000,640756157000,143228022000,28.7879
2015,전남,전남화순군,N,405750046000,478113022000,72362976000,17.8344
2015,전북,전북고창군,N,444796467000,486021172000,41224705000,9.2682
2015,전북,전북군산시,N,958388018000,1063309112000,104921094000,10.9477
2015,전북,전북김제시,N,576049519000,656403120000,80353601000,13.9491
2015,전북,전북남원시,N,516830255000,574017666000,57187411000,11.065
2015,전북,전북무주군,N,289073513000,320179941000,31106428000,10.7607
2015,전북,전북본청,Y,5463648994000,6068144137000,604495143000,11.0639
2015,전북,전북부안군,N,438480838000,469859067000,31378229000,7.1561
2015,전북,전북순창군,N,308002005000,343498176000,35496171000,11.5247
2015,전북,전북완주군,N,584740389000,628382984000,43642595000,7.4636
2015,전북,전북익산시,N,935045837000,1052616856000,117571019000,12.5738
2015,전북,전북임실군,N,318879117000,365790192000,46911075000,14.7112
2015,전북,전북장수군,N,272255821000,325329815000,53073994000,19.4942
2015,전북,전북전주시,N,1340954839000,1569327488000,228372649000,17.0306
2015,전북,전북정읍시,N,667871378000,768657497000,100786119000,15.0906
2015,전북,전북진안군,N,320781701000,359933975000,39152274000,12.2053
2015,제주,제주본청,Y,4283145082000,4786101494000,502956412000,11.7427
2015,충남,충남계룡시,N,142344074000,193709918000,51365844000,36.0857
2015,충남,충남공주시,N,557603504000,644483239000,86879735000,15.5809
2015,충남,충남금산군,N,341468799000,367598362000,26129563000,7.6521
2015,충남,충남논산시,N,583441942000,631416812000,47974870000,8.2227
2015,충남,충남당진시,N,669118814000,792931934000,123813120000,18.5039
2015,충남,충남보령시,N,534113608000,649809478000,115695870000,21.6613
2015,충남,충남본청,Y,5228921000000,6477517613000,1248596613000,23.8787
2015,충남,충남부여군,N,416375136000,524131399000,107756263000,25.8796
2015,충남,충남서산시,N,663950000000,737356943000,73406943000,11.0561
2015,충남,충남서천군,N,381797580000,445558738000,63761158000,16.7003
2015,충남,충남아산시,N,907472158000,1088314621000,180842463000,19.9282
2015,충남,충남예산군,N,467518775000,523591216000,56072441000,11.9936
2015,충남,충남천안시,N,1333353428000,1582152221000,248798793000,18.6596
2015,충남,충남청양군,N,280273450000,328073519000,47800069000,17.0548
2015,충남,충남태안군,N,392557797000,540618611000,148060814000,37.7169
2015,충남,충남홍성군,N,462051724000,533091725000,71040001000,15.3749
2015,충북,충북괴산군,N,300744499000,385650589000,84906090000,28.232
2015,충북,충북단양군,N,270851274000,312929049000,42077775000,15.5354
2015,충북,충북보은군,N,283848302000,328564850000,44716548000,15.7537
2015,충북,충북본청,Y,3888909977000,4379815547000,490905570000,12.6232
2015,충북,충북영동군,N,358180606000,432277938000,74097332000,20.6871
2015,충북,충북옥천군,N,343101658000,415358905000,72257247000,21.06
2015,충북,충북음성군,N,457142952000,519661479000,62518527000,13.6759
2015,충북,충북제천시,N,588831959000,660385406000,71553447000,12.1518
2015,충북,충북증평군,N,181170005000,195733884000,14563879000,8.0388
2015,충북,충북진천군,N,332549590000,412922193000,80372603000,24.1686
2015,충북,충북청주시,N,2022042674000,2326777722000,304735048000,15.0707
2015,충북,충북충주시,N,761850478000,928341721000,166491243000,21.8535
2016,강원,강원강릉시,N,769231327000,908589728000,139358401000,18.1166
2016,강원,강원고성군,N,283704186000,335431339000,51727153000,18.2328
2016,강원,강원동해시,N,347022191000,407029471000,60007280000,17.2921
2016,강원,강원본청,Y,5633549162000,7056600793000,1423051631000,25.2603
2016,강원,강원삼척시,N,464436252000,530021724000,65585472000,14.1215
2016,강원,강원속초시,N,282206954000,351422698000,69215744000,24.5266
2016,강원,강원양구군,N,280426155000,305390725000,24964570000,8.9024
2016,강원,강원양양군,N,270282323000,293203240000,22920917000,8.4804
2016,강원,강원영월군,N,318956253000,386328899000,67372646000,21.1228
2016,강원,강원원주시,N,994270504000,1346234182000,351963678000,35.3992
2016,강원,강원인제군,N,323422395000,379094705000,55672310000,17.2135
2016,강원,강원정선군,N,367549115000,473018533000,105469418000,28.6953
2016,강원,강원철원군,N,334880549000,420299803000,85419254000,25.5074
2016,강원,강원춘천시,N,1038979847000,1224342357000,185362510000,17.8408
2016,강원,강원태백시,N,311124667000,409043790000,97919123000,31.4726
2016,강원,강원평창군,N,354392865000,458168616000,103775751000,29.2827
2016,강원,강원홍천군,N,464848192000,530072286000,65224094000,14.0313
2016,강원,강원화천군,N,283984901000,322061343000,38076442000,13.4079
2016,강원,강원횡성군,N,335457940000,388288350000,52830410000,15.7487
2016,경기,경기가평군,N,414337741000,509021441000,94683700000,22.8518
2016,경기,경기고양시,N,1556056500000,1920352336000,364295836000,23.4115
2016,경기,경기과천시,N,289797445000,376561407000,86763962000,29.9395
2016,경기,경기광명시,N,683714491000,832701231000,148986740000,21.7908
2016,경기,경기광주시,N,622893647000,895678997000,272785350000,43.7932
2016,경기,경기구리시,N,454864857000,546457239000,91592382000,20.1362
2016,경기,경기군포시,N,651373750000,729831437000,78457687000,12.045
2016,경기,경기김포시,N,1155051471000,1461602636000,306551165000,26.54
2016,경기,경기남양주시,N,1149454417000,1471778288000,322323871000,28.0415
2016,경기,경기동두천시,N,350126130000,481511935000,131385805000,37.5253
2016,경기,경기본청,Y,20818802530000,24934080626000,4115278096000,19.7671
2016,경기,경기부천시,N,1613976592000,2082700481000,468723889000,29.0416
2016,경기,경기성남시,N,2572987213000,3032058699000,459071486000,17.842
2016,경기,경기수원시,N,2358084034000,2614169915000,256085881000,10.8599
2016,경기,경기시흥시,N,1480128676000,1734454981000,254326305000,17.1827
2016,경기,경기안산시,N,1622861941000,2240873395000,618011454000,38.0816
2016,경기,경기안성시,N,587106102000,796777281000,209671179000,35.7127
2016,경기,경기안양시,N,1107497832000,1326773205000,219275373000,19.7992
2016,경기,경기양주시,N,585826697000,740233728000,154407031000,26.3571
2016,경기,경기양평군,N,455252836000,586503589000,131250753000,28.8303
2016,경기,경기여주시,N,556411274000,704826951000,148415677000,26.6737
2016,경기,경기연천군,N,344616632000,429102978000,84486346000,24.516
2016,경기,경기오산시,N,433977053000,599636414000,165659361000,38.1724
2016,경기,경기용인시,N,1945120235000,2411431912000,466311677000,23.9734
2016,경기,경기의왕시,N,320942999000,390543072000,69600073000,21.6861
2016,경기,경기의정부시,N,839459353000,983593707000,144134354000,17.1699
2016,경기,경기이천시,N,612261074000,934388183000,322127109000,52.6127
2016,경기,경기파주시,N,882137924000,1115186139000,233048215000,26.4186
2016,경기,경기평택시,N,1235144905000,1702534211000,467389306000,37.8408
2016,경기,경기포천시,N,506209879000,756830473000,250620594000,49.5092
2016,경기,경기하남시,N,462652317000,581007626000,118355309000,25.5819
2016,경기,경기화성시,N,1926140430000,2433343363000,507202933000,26.3326
2016,경남,경남거제시,N,681537776000,772897970000,91360194000,13.405
2016,경남,경남거창군,N,461772495000,510531531000,48759036000,10.5591
2016,경남,경남고성군,N,373548596000,449558731000,76010135000,20.3481
2016,경남,경남김해시,N,1203872753000,1415376591000,211503838000,17.5686
2016,경남,경남남해군,N,361992769000,402472903000,40480134000,11.1826
2016,경남,경남밀양시,N,572905002000,688699791000,115794789000,20.2119
2016,경남,경남본청,Y,7542890476000,8563057300000,1020166824000,13.5249
2016,경남,경남사천시,N,542344396000,622371724000,80027328000,14.7558
2016,경남,경남산청군,N,353075144000,399040063000,45964919000,13.0185
2016,경남,경남양산시,N,911389903000,1079928341000,168538438000,18.4925
2016,경남,경남의령군,N,360125421000,420279177000,60153756000,16.7036
2016,경남,경남진주시,N,1054775316000,1579849375000,525074059000,49.7807
2016,경남,경남창녕군,N,432367237000,485891294000,53524057000,12.3793
2016,경남,경남창원시,N,2638969592000,3086326712000,447357120000,16.952
2016,경남,경남통영시,N,473485167000,578728473000,105243306000,22.2274
2016,경남,경남하동군,N,397256415000,473730182000,76473767000,19.2505
2016,경남,경남함안군,N,399221830000,428080488000,28858658000,7.2287
2016,경남,경남함양군,N,355919750000,396293990000,40374240000,11.3436
2016,경남,경남합천군,N,456512437000,541250264000,84737827000,18.562
2016,경북,경북경산시,N,737164968000,841989313000,104824345000,14.2199
2016,경북,경북경주시,N,1126698022000,1398809363000,272111341000,24.1512
2016,경북,경북고령군,N,279573937000,307703937000,28130000000,10.0617
2016,경북,경북구미시,N,1121561638000,1362111942000,240550304000,21.4478
2016,경북,경북군위군,N,284010567000,314424625000,30414058000,10.7088
2016,경북,경북김천시,N,820126290000,939599659000,119473369000,14.5677
2016,경북,경북문경시,N,534279000000,577168000000,42889000000,8.0275
2016,경북,경북본청,Y,8529707555000,9041726283000,512018728000,6.0028
2016,경북,경북봉화군,N,313639304000,385512051000,71872747000,22.9157
2016,경북,경북상주시,N,670044612000,848048768000,178004156000,26.566
2016,경북,경북성주군,N,399664000000,450151959000,50487959000,12.6326
2016,경북,경북안동시,N,786535377000,954126594000,167591217000,21.3075
2016,경북,경북영덕군,N,367084044000,401486544000,34402500000,9.3718
2016,경북,경북영양군,N,246694957000,289120796000,42425839000,17.1977
2016,경북,경북영주시,N,563358084000,637066047000,73707963000,13.0837
2016,경북,경북영천시,N,637287426000,763892029000,126604603000,19.8662
2016,경북,경북예천군,N,383392696000,458696702000,75304006000,19.6415
2016,경북,경북울릉군,N,154081413000,167362334000,13280921000,8.6194
2016,경북,경북울진군,N,643313024000,854604345000,211291321000,32.8442
2016,경북,경북의성군,N,481113538000,589164180000,108050642000,22.4584
2016,경북,경북청도군,N,314558268000,349172886000,34614618000,11.0042
2016,경북,경북청송군,N,298006489000,334660489000,36654000000,12.2997
2016,경북,경북칠곡군,N,436400000000,489800000000,53400000000,12.2365
2016,경북,경북포항시,N,1468229873000,1678982256000,210752383000,14.3542
2016,광주,광주광산구,N,499802478000,539112927000,39310449000,7.8652
2016,광주,광주남구,N,280363284000,350879935000,70516651000,25.1519
2016,광주,광주동구,N,242707550000,287908389000,45200839000,18.6236
2016,광주,광주본청,Y,4163972594000,4445487337000,281514743000,6.7607
2016,광주,광주북구,N,504290632000,583263784000,78973152000,15.6602
2016,광주,광주서구,N,366091513000,422465847000,56374334000,15.399
2016,대구,대구남구,N,267069219000,323930786000,56861567000,21.2909
2016,대구,대구달서구,N,600201172000,647716258000,47515086000,7.9165
2016,대구,대구달성군,N,550313676000,694964376000,144650700000,26.2851
2016,대구,대구동구,N,466326919000,539751155000,73424236000,15.7452
2016,대구,대구본청,Y,7222588409000,7629494365000,406905956000,5.6338
2016,대구,대구북구,N,468073081000,528578227000,60505146000,12.9264
2016,대구,대구서구,N,292259190000,334295140000,42035950000,14.3831
2016,대구,대구수성구,N,467918316000,543237068000,75318752000,16.0966
2016,대구,대구중구,N,192616093000,242085216000,49469123000,25.6828
2016,대전,대전대덕구,N,294704601000,352549807000,57845206000,19.6282
2016,대전,대전동구,N,358203415000,410056969000,51853554000,14.476
2016,대전,대전본청,Y,4312802052000,4863049819000,550247767000,12.7585
2016,대전,대전서구,N,503856598000,579202089000,75345491000,14.9538
2016,대전,대전유성구,N,403205119000,488001058000,84795939000,21.0305
2016,대전,대전중구,N,331813679000,374485860000,42672181000,12.8603
2016,부산,부산강서구,N,228727696000,284320210000,55592514000,24.3051
2016,부산,부산금정구,N,309784804000,366387612000,56602808000,18.2717
2016,부산,부산기장군,N,481830919000,552448567000,70617648000,14.6561
2016,부산,부산남구,N,270417968000,390179889000,119761921000,44.2877
2016,부산,부산동구,N,196046933000,238219651000,42172718000,21.5115
2016,부산,부산동래구,N,300229388000,389939046000,89709658000,29.8804
2016,부산,부산본청,Y,11147652001000,12022675618000,875023617000,7.8494
2016,부산,부산부산진구,N,416000530000,497745758000,81745228000,19.6503
2016,부산,부산북구,N,341727305000,421812563000,80085258000,23.4354
2016,부산,부산사상구,N,302835063000,361515967000,58680904000,19.3772
2016,부산,부산사하구,N,383123877000,450804322000,67680445000,17.6654
2016,부산,부산서구,N,213945473000,274572156000,60626683000,28.3374
2016,부산,부산수영구,N,219118791000,287879879000,68761088000,31.3807
2016,부산,부산연제구,N,262205928000,324090311000,61884383000,23.6014
2016,부산,부산영도구,N,222524011000,277447728000,54923717000,24.6822
2016,부산,부산중구,N,136063957000,170115671000,34051714000,25.0263
2016,부산,부산해운대구,N,436491104000,547436997000,110945893000,25.4177
2016,서울,서울강남구,N,916817624000,977459321000,60641697000,6.6144
2016,서울,서울강동구,N,515133234000,601879286000,86746052000,16.8395
2016,서울,서울강북구,N,486129132000,555060727000,68931595000,14.1797
2016,서울,서울강서구,N,714775197000,791747573000,76972376000,10.7688
2016,서울,서울관악구,N,521402477000,586323906000,64921429000,12.4513
2016,서울,서울광진구,N,432207005000,508494319000,76287314000,17.6506
2016,서울,서울구로구,N,542981357000,625463664000,82482307000,15.1906
2016,서울,서울금천구,N,360232834000,407124701000,46891867000,13.0171
2016,서울,서울노원구,N,694946675000,784306881000,89360206000,12.8586
2016,서울,서울도봉구,N,447255717000,513342267000,66086550000,14.776
2016,서울,서울동대문구,N,444327045000,514952985000,70625940000,15.895
2016,서울,서울동작구,N,456290355000,543882907000,87592552000,19.1967
2016,서울,서울마포구,N,562030607000,621679629000,59649022000,10.6131
2016,서울,서울본청,Y,29272794246000,31970410061000,2697615815000,9.2154
2016,서울,서울서대문구,N,406166034000,482475792000,76309758000,18.7878
2016,서울,서울서초구,N,682215590000,762560919000,80345329000,11.7771
2016,서울,서울성동구,N,416787094000,476854387000,60067293000,14.412
2016,서울,서울성북구,N,530814175000,606759772000,75945597000,14.3074
2016,서울,서울송파구,N,603202533000,668372064000,65169531000,10.8039
2016,서울,서울양천구,N,525114585000,627861987000,102747402000,19.5667
2016,서울,서울영등포구,N,476342511000,536856191000,60513680000,12.7038
2016,서울,서울용산구,N,366945436000,400924269000,33978833000,9.2599
2016,서울,서울은평구,N,557015571000,618188604000,61173033000,10.9823
2016,서울,서울종로구,N,432342705000,507387061000,75044356000,17.3576
2016,서울,서울중구,N,414585572000,472013364000,57427792000,13.8519
2016,서울,서울중랑구,N,494082344000,550839717000,56757373000,11.4874
2016,세종,세종본청,Y,1194522501000,1542389147000,347866646000,29.1218
2016,울산,울산남구,N,379854400000,448412806000,68558406000,18.0486
2016,울산,울산동구,N,217657287000,246663823000,29006536000,13.3267
2016,울산,울산본청,Y,3397293393000,3783107477000,385814084000,11.3565
2016,울산,울산북구,N,252306369000,336040600000,83734231000,33.1875
2016,울산,울산울주군,N,730312953000,921009648000,190696695000,26.1116
2016,울산,울산중구,N,279345754000,340688724000,61342970000,21.9595
2016,인천,인천강화군,N,372055831000,443919371000,71863540000,19.3153
2016,인천,인천계양구,N,358403148000,415969169000,57566021000,16.0618
2016,인천,인천남구,N,491299691000,558364320000,67064629000,13.6505
2016,인천,인천남동구,N,580237788000,688384959000,108147171000,18.6384
2016,인천,인천동구,N,178867322000,214294370000,35427048000,19.8063
2016,인천,인천본청,Y,8531672102000,9414294410000,882622308000,10.3452
2016,인천,인천부평구,N,594472517000,652598722000,58126205000,9.7778
2016,인천,인천서구,N,548571570000,659553570000,110982000000,20.2311
2016,인천,인천연수구,N,391371428000,473913536000,82542108000,21.0905
2016,인천,인천옹진군,N,283534721000,355694062000,72159341000,25.4499
2016,인천,인천중구,N,295745003000,342817957000,47072954000,15.9167
2016,전남,전남강진군,N,291504744000,362506594000,71001850000,24.357
2016,전남,전남고흥군,N,532957400000,669672244000,136714844000,25.6521
2016,전남,전남곡성군,N,286798051000,341615864000,54817813000,19.1137
2016,전남,전남광양시,N,685291495000,769351395000,84059900000,12.2663
2016,전남,전남구례군,N,234112224000,268823666000,34711442000,14.8268
2016,전남,전남나주시,N,578794769000,770713151000,191918382000,33.1583
2016,전남,전남담양군,N,319143499000,372087342000,52943843000,16.5894
2016,전남,전남목포시,N,681031391000,761442227000,80410836000,11.8072
2016,전남,전남무안군,N,395096202000,447130339000,52034137000,13.17
2016,전남,전남보성군,N,366601874000,445153803000,78551929000,21.427
2016,전남,전남본청,Y,6884895796000,7606877575000,721981779000,10.4865
2016,전남,전남순천시,N,938064576000,1097690336000,159625760000,17.0165
2016,전남,전남신안군,N,412459170000,566693561000,154234391000,37.3939
2016,전남,전남여수시,N,914790647000,1107588968000,192798321000,21.0757
2016,전남,전남영광군,N,430923405000,547380256000,116456851000,27.025
2016,전남,전남영암군,N,398092365000,485503164000,87410799000,21.9574
2016,전남,전남완도군,N,351290142000,436580461000,85290319000,24.2792
2016,전남,전남장성군,N,343681033000,387194904000,43513871000,12.6611
2016,전남,전남장흥군,N,329131538000,392266793000,63135255000,19.1824
2016,전남,전남진도군,N,289250165000,363830211000,74580046000,25.7839
2016,전남,전남함평군,N,334114138000,401723575000,67609437000,20.2354
2016,전남,전남해남군,N,518988424000,692138010000,173149586000,33.3629
2016,전남,전남화순군,N,411881896000,500871509000,88989613000,21.6056
2016,전북,전북고창군,N,454119437000,521851048000,67731611000,14.9149
2016,전북,전북군산시,N,965403971000,1078306643000,112902672000,11.6949
2016,전북,전북김제시,N,533612436000,646194502000,112582066000,21.0981
2016,전북,전북남원시,N,524963887000,625342823000,100378936000,19.1211
2016,전북,전북무주군,N,297099699000,341787231000,44687532000,15.0413
2016,전북,전북본청,Y,5636159792000,6366567072000,730407280000,12.9593
2016,전북,전북부안군,N,453067328000,506866270000,53798942000,11.8744
2016,전북,전북순창군,N,319704395000,358210853000,38506458000,12.0444
2016,전북,전북완주군,N,604116967000,612236065000,8119098000,1.344
2016,전북,전북익산시,N,957543891000,1052673524000,95129633000,9.9348
2016,전북,전북임실군,N,329548937000,369581051000,40032114000,12.1475
2016,전북,전북장수군,N,284831906000,356838286000,72006380000,25.2803
2016,전북,전북전주시,N,1539613543000,1675154619000,135541076000,8.8036
2016,전북,전북정읍시,N,681121974000,788012859000,106890885000,15.6934
2016,전북,전북진안군,N,324333096000,371405789000,47072693000,14.5137
2016,제주,제주본청,Y,4606950463000,5261980061000,655029598000,14.2183
2016,충남,충남계룡시,N,148319003000,187626995000,39307992000,26.5023
2016,충남,충남공주시,N,559255464000,705392740000,146137276000,26.1307
2016,충남,충남금산군,N,342748051000,386654163000,43906112000,12.81
2016,충남,충남논산시,N,625754485000,731470073000,105715588000,16.8941
2016,충남,충남당진시,N,705603230000,854960763000,149357533000,21.1674
2016,충남,충남보령시,N,602966030000,745496899000,142530869000,23.6383
2016,충남,충남본청,Y,6001369500000,7120112392000,1118742892000,18.6415
2016,충남,충남부여군,N,431172564000,539955839000,108783275000,25.2296
2016,충남,충남서산시,N,685890287000,835449898000,149559611000,21.8052
2016,충남,충남서천군,N,394210490000,467423569000,73213079000,18.5721
2016,충남,충남아산시,N,901797299000,1150468646000,248671347000,27.5751
2016,충남,충남예산군,N,497813064000,616292088000,118479024000,23.7999
2016,충남,충남천안시,N,1463877209000,1743868129000,279990920000,19.1267
2016,충남,충남청양군,N,283416946000,339782206000,56365260000,19.8878
2016,충남,충남태안군,N,413323224000,525053464000,111730240000,27.0322
2016,충남,충남홍성군,N,493539000000,586329820000,92790820000,18.8011
2016,충북,충북괴산군,N,319876322000,402267662000,82391340000,25.7572
2016,충북,충북단양군,N,259353031000,332525352000,73172321000,28.2134
2016,충북,충북보은군,N,298714052000,375878122000,77164070000,25.8321
2016,충북,충북본청,Y,4190339640000,4835281375000,644941735000,15.3912
2016,충북,충북영동군,N,369417460000,464022830000,94605370000,25.6093
2016,충북,충북옥천군,N,367121357000,423558205000,56436848000,15.3728
2016,충북,충북음성군,N,473885039000,542214530000,68329491000,14.419
2016,충북,충북제천시,N,619517497000,734334141000,114816644000,18.5332
2016,충북,충북증평군,N,170603526000,197006718000,26403192000,15.4763
2016,충북,충북진천군,N,343022266000,420940048000,77917782000,22.7151
2016,충북,충북청주시,N,1995803078000,2414716052000,418912974000,20.9897
2016,충북,충북충주시,N,801224060000,979730074000,178506014000,22.2792
2017,강원,강원강릉시,N,787635815000,1013433395000,225797580000,28.6678
2017,강원,강원고성군,N,276867165000,345482768000,68615603000,24.7829
2017,강원,강원동해시,N,342029588000,417498527000,75468939000,22.065
2017,강원,강원본청,Y,5871774807000,6691884586000,820109779000,13.967
2017,강원,강원삼척시,N,464544336000,612484573000,147940237000,31.8463
2017,강원,강원속초시,N,310294979000,438406660000,128111681000,41.2871
2017,강원,강원양구군,N,291488640000,345540230000,54051590000,18.5433
2017,강원,강원양양군,N,261347228000,327323251000,65976023000,25.2446
2017,강원,강원영월군,N,356103445000,463234810000,107131365000,30.0843
2017,강원,강원원주시,N,985182615000,1312647791000,327465176000,33.239
2017,강원,강원인제군,N,345542438000,461130438000,115588000000,33.4512
2017,강원,강원정선군,N,402020366000,522110227000,120089861000,29.8716
2017,강원,강원철원군,N,352150407000,474834990000,122684583000,34.8387
2017,강원,강원춘천시,N,1127361754000,1399762271000,272400517000,24.1627
2017,강원,강원태백시,N,311373744000,374807907000,63434163000,20.3724
2017,강원,강원평창군,N,368492006000,521832753000,153340747000,41.613
2017,강원,강원홍천군,N,478572152000,627700514000,149128362000,31.1611
2017,강원,강원화천군,N,273626448000,321187788000,47561340000,17.3819
2017,강원,강원횡성군,N,350328805000,452464849000,102136044000,29.1543
2017,경기,경기가평군,N,416982088000,545870463000,128888375000,30.9098
2017,경기,경기고양시,N,1708922594000,2165350495000,456427901000,26.7085
2017,경기,경기과천시,N,311192198000,414927155000,103734957000,33.3347
2017,경기,경기광명시,N,728584863000,886403254000,157818391000,21.6609
2017,경기,경기광주시,N,703680322000,1085554704000,381874382000,54.2682
2017,경기,경기구리시,N,437307599000,595536387000,158228788000,36.1825
2017,경기,경기군포시,N,617259158000,782448131000,165188973000,26.7617
2017,경기,경기김포시,N,1110469751000,1467807518000,357337767000,32.179
2017,경기,경기남양주시,N,1262505385000,1613865465000,351360080000,27.8304
2017,경기,경기동두천시,N,422486879000,549107132000,126620253000,29.9702
2017,경기,경기본청,Y,24112525180000,27855846147000,3743320967000,15.5244
2017,경기,경기부천시,N,1518313490000,1873576941000,355263451000,23.3986
2017,경기,경기성남시,N,2938232174000,3408616494000,470384320000,16.0091
2017,경기,경기수원시,N,2509073154000,3026273235000,517200081000,20.6132
2017,경기,경기시흥시,N,1639105543000,1967525024000,328419481000,20.0365
2017,경기,경기안산시,N,2884903209000,3122076389000,237173180000,8.2212
2017,경기,경기안성시,N,602009753000,945669129000,343659376000,57.0854
2017,경기,경기안양시,N,1163739460000,1444313268000,280573808000,24.1097
2017,경기,경기양주시,N,638091044000,792191345000,154100301000,24.1502
2017,경기,경기양평군,N,477161113000,637966589000,160805476000,33.7005
2017,경기,경기여주시,N,548525443000,807471033000,258945590000,47.2076
2017,경기,경기연천군,N,369233656000,502609046000,133375390000,36.1222
2017,경기,경기오산시,N,486267234000,679687584000,193420350000,39.7766
