회계연도,시도명,계층,세목명,금액,비중
2015,제주,시도,과년도수입,5789462000,0.01
2015,제주,시도,등록면허세,27576383000,0.05
2015,제주,시도,레저세,61687142000,0.12
2015,제주,시도,지방교육세,110250222000,0.21
2015,제주,시도,지역자원시설세,11879437000,0.02
2015,제주,시도,취득세,443940746000,0.83
2015,충남,군,과년도수입,2643204000,0.12
2015,충남,군,담배소비세,30323316000,1.33
2015,충남,군,도시계획세(재산세),887000,0
2015,충남,군,도축세,0,0
2015,충남,군,자동차세,67209395000,2.94
2015,충남,군,재산세,52913752000,2.31
2015,충남,군,주민세,8796965000,0.38
2015,충남,군,지방소득세,57232819000,2.5
2015,충남,군,지역자원시설세,0,0
2015,충남,시,과년도수입,7053780000,0.05
2015,충남,시,담배소비세,116936237000,0.77
2015,충남,시,도시계획세(재산세),5998000,0
2015,충남,시,도축세,0,0
2015,충남,시,자동차세,241474170000,1.6
2015,충남,시,재산세,252663216000,1.67
2015,충남,시,주민세,72205334000,0.48
2015,충남,시,지방소득세,425565275000,2.82
2015,충남,시,지역자원시설세,0,0
2015,충남,시도,과년도수입,565948000,0
2015,충남,시도,담배소비세,0,0
2015,충남,시도,등록면허세,70822115000,0.13
2015,충남,시도,레저세,22367583000,0.04
2015,충남,시도,자동차세,0,0
2015,충남,시도,지방교육세,224542228000,0.42
2015,충남,시도,지역자원시설세,80377480000,0.15
2015,충남,시도,취득세,803044385000,1.5
2015,충북,군,과년도수입,565098000,0.02
2015,충북,군,담배소비세,32452132000,1.42
2015,충북,군,도시계획세(재산세),309000,0
2015,충북,군,도축세,0,0
2015,충북,군,자동차세,61775159000,2.7
2015,충북,군,재산세,48561710000,2.12
2015,충북,군,주민세,15560087000,0.68
2015,충북,군,지방소득세,86314747000,3.78
2015,충북,군,지역자원시설세,0,0
2015,충북,시,과년도수입,5493793000,0.04
2015,충북,시,담배소비세,71652261000,0.47
2015,충북,시,도시계획세(재산세),1555000,0
2015,충북,시,도축세,0,0
2015,충북,시,자동차세,181515932000,1.2
2015,충북,시,재산세,135132201000,0.89
2015,충북,시,주민세,32488903000,0.21
2015,충북,시,지방소득세,245531090000,1.62
2015,충북,시,지역자원시설세,0,0
2015,충북,시도,과년도수입,-787381000,0
2015,충북,시도,담배소비세,0,0
2015,충북,시도,등록면허세,46847791000,0.09
2015,충북,시도,레저세,0,0
2015,충북,시도,자동차세,0,0
2015,충북,시도,지방교육세,145555700000,0.27
2015,충북,시도,지역자원시설세,32313780000,0.06
2015,충북,시도,취득세,516621090000,0.97
2016,강원,군,과년도수입,12320610000,0.46
2016,강원,군,담배소비세,51947479000,1.96
2016,강원,군,도시계획세(재산세),0,0
2016,강원,군,도축세,0,0
2016,강원,군,자동차세,51295235000,1.93
2016,강원,군,재산세,57613609000,2.17
2016,강원,군,주민세,8797789000,0.33
2016,강원,군,지방소득세,62058131000,2.34
2016,강원,군,지역자원시설세,0,0
2016,강원,시,과년도수입,18849406000,0.11
2016,강원,시,담배소비세,91800043000,0.55
2016,강원,시,도시계획세(재산세),0,0
2016,강원,시,도축세,0,0
2016,강원,시,자동차세,171957333000,1.03
2016,강원,시,재산세,140392247000,0.84
2016,강원,시,주민세,24099143000,0.14
2016,강원,시,지방소득세,157593409000,0.94
2016,강원,시,지역자원시설세,0,0
2016,강원,시도,과년도수입,7732909000,0.01
2016,강원,시도,담배소비세,0,0
2016,강원,시도,등록면허세,38597758000,0.07
2016,강원,시도,레저세,0,0
2016,강원,시도,자동차세,0,0
2016,강원,시도,지방교육세,162695533000,0.29
2016,강원,시도,지역자원시설세,35878104000,0.07
2016,강원,시도,취득세,535950728000,0.95
2016,경기,군,과년도수입,7192533000,0.27
2016,경기,군,담배소비세,22204473000,0.84
2016,경기,군,도시계획세(재산세),0,0
2016,경기,군,도축세,0,0
2016,경기,군,자동차세,54962333000,2.07
2016,경기,군,재산세,49641873000,1.87
2016,경기,군,주민세,2758448000,0.1
2016,경기,군,지방소득세,30868391000,1.16
2016,경기,군,지역자원시설세,0,0
2016,경기,시,과년도수입,224807596000,1.34
2016,경기,시,담배소비세,863550903000,5.16
2016,경기,시,도시계획세(재산세),0,0
2016,경기,시,도축세,0,0
2016,경기,시,자동차세,1698015619000,10.15
2016,경기,시,재산세,2613798046000,15.62
2016,경기,시,주민세,390409783000,2.33
2016,경기,시,지방소득세,2987551470000,17.85
2016,경기,시,지역자원시설세,0,0
2016,경기,시도,과년도수입,-27031172000,-0.05
2016,경기,시도,담배소비세,0,0
2016,경기,시도,등록면허세,433111346000,0.77
2016,경기,시도,레저세,554131718000,0.99
2016,경기,시도,자동차세,0,0
2016,경기,시도,지방교육세,1745063232000,3.11
2016,경기,시도,지역자원시설세,311880574000,0.56
2016,경기,시도,취득세,6080788422000,10.83
2016,경남,군,과년도수입,4726762000,0.18
2016,경남,군,담배소비세,38182435000,1.44
2016,경남,군,도시계획세(재산세),0,0
2016,경남,군,도축세,0,0
2016,경남,군,자동차세,79968763000,3.02
2016,경남,군,재산세,51211494000,1.93
2016,경남,군,주민세,11645265000,0.44
2016,경남,군,지방소득세,70168554000,2.65
2016,경남,군,지역자원시설세,0,0
2016,경남,시,과년도수입,31994530000,0.19
2016,경남,시,담배소비세,230047446000,1.37
2016,경남,시,도시계획세(재산세),0,0
2016,경남,시,도축세,0,0
2016,경남,시,자동차세,500166589000,2.99
2016,경남,시,재산세,436487348000,2.61
2016,경남,시,주민세,108742551000,0.65
2016,경남,시,지방소득세,589993417000,3.53
2016,경남,시,지역자원시설세,23835423000,0.14
2016,경남,시도,과년도수입,1873305000,0.01
2016,경남,시도,담배소비세,0,0
2016,경남,시도,등록면허세,107085241000,0.19
2016,경남,시도,레저세,100160843000,0.18
2016,경남,시도,자동차세,0,0
2016,경남,시도,지방교육세,405530913000,0.72
2016,경남,시도,지역자원시설세,68283884000,0.13
2016,경남,시도,취득세,1335240939000,2.38
2016,경북,군,과년도수입,10275850000,0.39
2016,경북,군,담배소비세,49447872000,1.87
2016,경북,군,도시계획세(재산세),0,0
2016,경북,군,도축세,0,0
2016,경북,군,자동차세,93747337000,3.54
2016,경북,군,재산세,56456037000,2.13
2016,경북,군,주민세,12392725000,0.47
2016,경북,군,지방소득세,85572380000,3.23
2016,경북,군,지역자원시설세,0,0
2016,경북,시,과년도수입,32456906000,0.19
2016,경북,시,담배소비세,175366741000,1.05
2016,경북,시,도시계획세(재산세),0,0
2016,경북,시,도축세,0,0
2016,경북,시,자동차세,368763801000,2.2
2016,경북,시,재산세,282805067000,1.69
2016,경북,시,주민세,83258413000,0.5
2016,경북,시,지방소득세,532495420000,3.18
2016,경북,시,지역자원시설세,0,0
2016,경북,시도,과년도수입,12211113000,0.02
2016,경북,시도,담배소비세,0,0
2016,경북,시도,등록면허세,70609604000,0.13
2016,경북,시도,레저세,1601725000,0
2016,경북,시도,자동차세,0,0
2016,경북,시도,지방교육세,273781646000,0.49
2016,경북,시도,지역자원시설세,132226595000,0.23
2016,경북,시도,취득세,902260633000,1.6
2016,광주,시도,과년도수입,35694542000,0.06
2016,광주,시도,담배소비세,101133619000,0.18
2016,광주,시도,도시계획세(재산세),0,0
2016,광주,시도,도축세,0,0
2016,광주,시도,등록면허세,38516685000,0.07
2016,광주,시도,레저세,16823548000,0.03
2016,광주,시도,자동차세,238473389000,0.42
2016,광주,시도,재산세,162038694000,0.29
2016,광주,시도,주민세,38400533000,0.07
2016,광주,시도,지방교육세,135899112000,0.24
2016,광주,시도,지방소득세,264468479000,0.47
2016,광주,시도,지역자원시설세,28138397000,0.05
2016,광주,시도,취득세,415082759000,0.74
2016,대구,군,과년도수입,2455729000,0.09
2016,대구,군,담배소비세,15289848000,0.58
2016,대구,군,도시계획세(재산세),0,0
2016,대구,군,도축세,0,0
2016,대구,군,자동차세,30192103000,1.14
2016,대구,군,재산세,36798764000,1.39
2016,대구,군,주민세,8489850000,0.32
2016,대구,군,지방소득세,44275296000,1.67
2016,대구,군,지역자원시설세,0,0
2016,대구,시도,과년도수입,25629560000,0.05
2016,대구,시도,담배소비세,153373891000,0.27
2016,대구,시도,도시계획세(재산세),0,0
2016,대구,시도,도축세,0,0
2016,대구,시도,등록면허세,67296814000,0.12
2016,대구,시도,레저세,8788564000,0.02
2016,대구,시도,자동차세,363292986000,0.65
2016,대구,시도,재산세,318233804000,0.57
2016,대구,시도,주민세,42890521000,0.07
2016,대구,시도,지방교육세,247253650000,0.44
2016,대구,시도,지방소득세,360801158000,0.64
2016,대구,시도,지역자원시설세,47421132000,0.09
2016,대구,시도,취득세,859192714000,1.53
2016,대전,시도,과년도수입,21868651000,0.04
2016,대전,시도,담배소비세,102009330000,0.18
2016,대전,시도,도시계획세(재산세),0,0
2016,대전,시도,도축세,0,0
2016,대전,시도,등록면허세,36180171000,0.06
2016,대전,시도,레저세,18910948000,0.03
2016,대전,시도,자동차세,205039031000,0.37
2016,대전,시도,재산세,206576870000,0.37
2016,대전,시도,주민세,48347042000,0.09
2016,대전,시도,지방교육세,139223810000,0.25
2016,대전,시도,지방소득세,287297773000,0.51
2016,대전,시도,지역자원시설세,30774027000,0.05
2016,대전,시도,취득세,379641235000,0.68
2016,부산,군,과년도수입,1481819000,0.06
2016,부산,군,담배소비세,10409608000,0.39
2016,부산,군,도시계획세(재산세),0,0
2016,부산,군,도축세,0,0
2016,부산,군,자동차세,17641654000,0.67
2016,부산,군,재산세,41503853000,1.57
2016,부산,군,주민세,4915001000,0.19
2016,부산,군,지방소득세,43306802000,1.63
2016,부산,군,지역자원시설세,0,0
2016,부산,시도,과년도수입,48980309000,0.09
2016,부산,시도,담배소비세,222041832000,0.4
2016,부산,시도,도시계획세(재산세),0,0
2016,부산,시도,도축세,0,0
2016,부산,시도,등록면허세,104903046000,0.19
2016,부산,시도,레저세,106779261000,0.19
2016,부산,시도,자동차세,479502951000,0.85
2016,부산,시도,재산세,503977874000,0.9
2016,부산,시도,주민세,82315614000,0.15
2016,부산,시도,지방교육세,387709238000,0.69
2016,부산,시도,지방소득세,651574711000,1.16
2016,부산,시도,지역자원시설세,123662788000,0.23
2016,부산,시도,취득세,1289372764000,2.29
2016,서울,시도,과년도수입,260179266000,0.46
2016,서울,시도,담배소비세,661192486000,1.18
2016,서울,시도,도시계획세(재산세),-8788000,0
2016,서울,시도,등록면허세,435243710000,0.78
2016,서울,시도,레저세,138958019000,0.25
2016,서울,시도,자동차세,1094142542000,1.95
2016,서울,시도,재산세,3128100970000,5.58
2016,서울,시도,주민세,465530076000,0.83
2016,서울,시도,지방교육세,1404845895000,2.5
2016,서울,시도,지방소득세,4192093734000,7.47
2016,서울,시도,지역자원시설세,259467028000,0.46
2016,서울,시도,취득세,4892109089000,8.71
2016,세종,시도,과년도수입,-5558576000,-0.01
2016,세종,시도,담배소비세,15032457000,0.03
2016,세종,시도,도시계획세(재산세),0,0
2016,세종,시도,도축세,0,0
2016,세종,시도,등록면허세,10114261000,0.02
2016,세종,시도,레저세,0,0
2016,세종,시도,자동차세,31645476000,0.06
2016,세종,시도,재산세,53882728000,0.1
2016,세종,시도,주민세,6947927000,0.01
2016,세종,시도,지방교육세,39546189000,0.07
2016,세종,시도,지방소득세,55048632000,0.1
2016,세종,시도,지역자원시설세,6804021000,0.01
2016,세종,시도,취득세,232872952000,0.41
2016,울산,군,과년도수입,2224300000,0.08
2016,울산,군,담배소비세,18914572000,0.71
2016,울산,군,도시계획세(재산세),0,0
2016,울산,군,도축세,0,0
2016,울산,군,자동차세,46847104000,1.77
2016,울산,군,재산세,52005835000,1.96
2016,울산,군,주민세,14359075000,0.54
2016,울산,군,지방소득세,97426982000,3.68
2016,울산,군,지역자원시설세,0,0
2016,울산,시도,과년도수입,4486342000,0
2016,울산,시도,담배소비세,74584900000,0.13
2016,울산,시도,도시계획세(재산세),0,0
2016,울산,시도,도축세,0,0
2016,울산,시도,등록면허세,41378719000,0.08
2016,울산,시도,레저세,0,0
2016,울산,시도,자동차세,158869361000,0.28
2016,울산,시도,재산세,157118788000,0.28
2016,울산,시도,주민세,63437425000,0.12
2016,울산,시도,지방교육세,135787090000,0.24
2016,울산,시도,지방소득세,373100292000,0.66
2016,울산,시도,지역자원시설세,38705178000,0.07
2016,울산,시도,취득세,492952787000,0.87
2016,인천,군,과년도수입,1605304000,0.06
2016,인천,군,담배소비세,7581649000,0.29
2016,인천,군,도시계획세(재산세),0,0
2016,인천,군,도축세,0,0
2016,인천,군,자동차세,12022702000,0.45
2016,인천,군,재산세,17254011000,0.65
2016,인천,군,주민세,1454655000,0.05
2016,인천,군,지방소득세,13372842000,0.5
2016,인천,군,지역자원시설세,0,0
2016,인천,시도,과년도수입,49423384000,0.09
2016,인천,시도,담배소비세,199837532000,0.36
2016,인천,시도,도시계획세(재산세),33000,0
2016,인천,시도,도축세,0,0
2016,인천,시도,등록면허세,95031471000,0.17
2016,인천,시도,레저세,22358247000,0.04
2016,인천,시도,자동차세,456411159000,0.81
2016,인천,시도,재산세,552343307000,0.98
2016,인천,시도,주민세,80745303000,0.14
2016,인천,시도,지방교육세,334688489000,0.6
2016,인천,시도,지방소득세,484783952000,0.86
2016,인천,시도,지역자원시설세,87897297000,0.15
2016,인천,시도,취득세,1335665210000,2.38
2016,전남,군,과년도수입,9208861000,0.35
2016,전남,군,담배소비세,59305342000,2.24
2016,전남,군,도시계획세(재산세),0,0
2016,전남,군,도축세,0,0
2016,전남,군,자동차세,167496721000,6.32
2016,전남,군,재산세,64654688000,2.44
2016,전남,군,주민세,16985077000,0.64
2016,전남,군,지방소득세,98805847000,3.73
2016,전남,군,지역자원시설세,0,0
2016,전남,시,과년도수입,9615594000,0.06
2016,전남,시,담배소비세,78008787000,0.47
2016,전남,시,도시계획세(재산세),0,0
2016,전남,시,도축세,0,0
2016,전남,시,자동차세,203160325000,1.21
2016,전남,시,재산세,130593908000,0.78
2016,전남,시,주민세,36489082000,0.22
2016,전남,시,지방소득세,257060960000,1.54
2016,전남,시,지역자원시설세,0,0
2016,전남,시도,과년도수입,-889832000,0
2016,전남,시도,담배소비세,0,0
2016,전남,시도,등록면허세,43926516000,0.08
2016,전남,시도,레저세,0,0
2016,전남,시도,자동차세,0,0
2016,전남,시도,지방교육세,163505589000,0.3
2016,전남,시도,지역자원시설세,89179938000,0.16
2016,전남,시도,취득세,565013589000,1.01
2016,전북,군,과년도수입,3258570000,0.12
2016,전북,군,담배소비세,23443808000,0.88
2016,전북,군,도시계획세(재산세),0,0
2016,전북,군,도축세,0,0
2016,전북,군,자동차세,56383857000,2.13
2016,전북,군,재산세,27890255000,1.05
2016,전북,군,주민세,10098334000,0.38
2016,전북,군,지방소득세,54624795000,2.06
2016,전북,군,지역자원시설세,0,0
2016,전북,시,과년도수입,18623678000,0.11
2016,전북,시,담배소비세,105659633000,0.63
2016,전북,시,도시계획세(재산세),0,0
2016,전북,시,도축세,0,0
2016,전북,시,자동차세,245403058000,1.47
2016,전북,시,재산세,155963716000,0.93
2016,전북,시,주민세,33742433000,0.2
2016,전북,시,지방소득세,191633613000,1.15
2016,전북,시,지역자원시설세,0,0
2016,전북,시도,과년도수입,6375162000,0.01
2016,전북,시도,담배소비세,0,0
2016,전북,시도,등록면허세,41095302000,0.07
2016,전북,시도,레저세,0,0
2016,전북,시도,자동차세,0,0
2016,전북,시도,지방교육세,155837458000,0.28
2016,전북,시도,지역자원시설세,32707790000,0.06
2016,전북,시도,취득세,466481661000,0.83
2016,제주,시,과년도수입,-67404000,0
2016,제주,시,담배소비세,60861357000,0.36
2016,제주,시,도시계획세(재산세),0,0
2016,제주,시,자동차세,119855133000,0.72
2016,제주,시,재산세,110308644000,0.66
2016,제주,시,주민세,11100936000,0.07
2016,제주,시,지방소득세,172248323000,1.03
2016,제주,시,지역자원시설세,0,0
2016,제주,시도,과년도수입,14688169000,0.03
2016,제주,시도,도축세,0,0
2016,제주,시도,등록면허세,36268156000,0.06
2016,제주,시도,레저세,72743070000,0.13
2016,제주,시도,지방교육세,130404640000,0.23
2016,제주,시도,지역자원시설세,13393240000,0.02
2016,제주,시도,취득세,522202588000,0.93
2016,충남,군,과년도수입,5943765000,0.22
2016,충남,군,담배소비세,36073833000,1.36
2016,충남,군,도시계획세(재산세),0,0
2016,충남,군,도축세,0,0
2016,충남,군,자동차세,71925061000,2.71
2016,충남,군,재산세,57733001000,2.18
2016,충남,군,주민세,11288337000,0.43
2016,충남,군,지방소득세,67161247000,2.53
2016,충남,군,지역자원시설세,0,0
2016,충남,시,과년도수입,15756692000,0.09
2016,충남,시,담배소비세,146446776000,0.88
2016,충남,시,도시계획세(재산세),0,0
2016,충남,시,도축세,0,0
2016,충남,시,자동차세,270573737000,1.62
2016,충남,시,재산세,269554454000,1.61
2016,충남,시,주민세,81542787000,0.49
2016,충남,시,지방소득세,506181521000,3.02
2016,충남,시,지역자원시설세,0,0
2016,충남,시도,과년도수입,-12783236000,-0.02
2016,충남,시도,담배소비세,0,0
2016,충남,시도,등록면허세,65213931000,0.11
2016,충남,시도,레저세,18931911000,0.03
2016,충남,시도,자동차세,0,0
2016,충남,시도,지방교육세,245463784000,0.44
2016,충남,시도,지역자원시설세,84363964000,0.15
2016,충남,시도,취득세,868547902000,1.54
2016,충북,군,과년도수입,9645276000,0.36
2016,충북,군,담배소비세,40349488000,1.52
2016,충북,군,도시계획세(재산세),0,0
2016,충북,군,도축세,0,0
2016,충북,군,자동차세,70778377000,2.67
2016,충북,군,재산세,52897726000,2
2016,충북,군,주민세,17868791000,0.67
2016,충북,군,지방소득세,99933218000,3.77
2016,충북,군,지역자원시설세,0,0
2016,충북,시,과년도수입,-1758056000,-0.01
2016,충북,시,담배소비세,89859978000,0.54
2016,충북,시,도시계획세(재산세),0,0
2016,충북,시,도축세,0,0
2016,충북,시,자동차세,194737091000,1.16
2016,충북,시,재산세,142076987000,0.85
2016,충북,시,주민세,35777673000,0.21
2016,충북,시,지방소득세,263103108000,1.57
2016,충북,시,지역자원시설세,0,0
2016,충북,시도,과년도수입,4178894000,0.01
2016,충북,시도,담배소비세,0,0
2016,충북,시도,등록면허세,43739498000,0.08
2016,충북,시도,레저세,0,0
2016,충북,시도,자동차세,0,0
2016,충북,시도,지방교육세,158881611000,0.28
2016,충북,시도,지역자원시설세,35370520000,0.06
2016,충북,시도,취득세,528271979000,0.94
2017,강원,군,과년도수입,6757377000,0.24
2017,강원,군,담배소비세,49076837000,1.76
2017,강원,군,도시계획세(재산세),0,0
2017,강원,군,도축세,0,0
2017,강원,군,자동차세,55642956000,1.99
2017,강원,군,재산세,58151207000,2.08
2017,강원,군,주민세,9379238000,0.34
2017,강원,군,지방소득세,72503511000,2.59
2017,강원,군,지역자원시설세,0,0
2017,강원,시,과년도수입,16190529000,0.09
2017,강원,시,담배소비세,87916693000,0.49
2017,강원,시,도시계획세(재산세),0,0
2017,강원,시,도축세,0,0
2017,강원,시,자동차세,166325114000,0.93
2017,강원,시,재산세,149673184000,0.84
2017,강원,시,주민세,25568920000,0.14
2017,강원,시,지방소득세,184015990000,1.03
2017,강원,시,지역자원시설세,0,0
2017,강원,시도,과년도수입,6620558000,0.01
2017,강원,시도,담배소비세,0,0
2017,강원,시도,등록면허세,35037172000,0.06
2017,강원,시도,레저세,0,0
2017,강원,시도,자동차세,0,0
2017,강원,시도,지방교육세,162279127000,0.28
2017,강원,시도,지역자원시설세,44549508000,0.08
2017,강원,시도,취득세,555339376000,0.93
2017,경기,군,과년도수입,5851085000,0.21
2017,경기,군,담배소비세,21678460000,0.78
2017,경기,군,도시계획세(재산세),0,0
2017,경기,군,도축세,0,0
2017,경기,군,자동차세,51320955000,1.84
2017,경기,군,재산세,52248600000,1.87
2017,경기,군,주민세,2963022000,0.11
2017,경기,군,지방소득세,37308241000,1.33
2017,경기,군,지역자원시설세,0,0
2017,경기,시,과년도수입,219189077000,1.23
2017,경기,시,담배소비세,846524097000,4.75
2017,경기,시,도시계획세(재산세),0,0
2017,경기,시,도축세,0,0
2017,경기,시,자동차세,1882122978000,10.56
2017,경기,시,재산세,2803982786000,15.73
2017,경기,시,주민세,428771323000,2.41
2017,경기,시,지방소득세,3305449742000,18.55
2017,경기,시,지역자원시설세,0,0
2017,경기,시도,과년도수입,-20004143000,-0.04
2017,경기,시도,담배소비세,0,0
2017,경기,시도,등록면허세,420000157000,0.71
2017,경기,시도,레저세,546708203000,0.91
2017,경기,시도,자동차세,0,0
2017,경기,시도,지방교육세,1798811188000,3.01
2017,경기,시도,지역자원시설세,330652588000,0.56
2017,경기,시도,취득세,6588669245000,11.01
2017,경남,군,과년도수입,8570904000,0.31
2017,경남,군,담배소비세,36179357000,1.29
2017,경남,군,도시계획세(재산세),0,0
2017,경남,군,도축세,0,0
2017,경남,군,자동차세,78625154000,2.81
2017,경남,군,재산세,53873918000,1.93
2017,경남,군,주민세,12089593000,0.43
2017,경남,군,지방소득세,74931999000,2.68
2017,경남,군,지역자원시설세,0,0
2017,경남,시,과년도수입,28481344000,0.16
2017,경남,시,담배소비세,213679307000,1.2
2017,경남,시,도시계획세(재산세),0,0
2017,경남,시,도축세,0,0
2017,경남,시,자동차세,506157096000,2.84
2017,경남,시,재산세,468395867000,2.63
2017,경남,시,주민세,109502455000,0.61
2017,경남,시,지방소득세,587926139000,3.3
2017,경남,시,지역자원시설세,25316454000,0.14
2017,경남,시도,과년도수입,5156658000,0.01
2017,경남,시도,담배소비세,0,0
2017,경남,시도,등록면허세,96738862000,0.16
2017,경남,시도,레저세,100428852000,0.17
2017,경남,시도,자동차세,0,0
2017,경남,시도,지방교육세,399290222000,0.67
2017,경남,시도,지역자원시설세,69991154000,0.12
2017,경남,시도,취득세,1344399285000,2.25
2017,경북,군,과년도수입,6269610000,0.22
2017,경북,군,담배소비세,48093045000,1.72
2017,경북,군,도시계획세(재산세),0,0
2017,경북,군,도축세,0,0
2017,경북,군,자동차세,93893574000,3.36
2017,경북,군,재산세,59395215000,2.12
2017,경북,군,주민세,13405445000,0.48
2017,경북,군,지방소득세,94681911000,3.39
2017,경북,군,지역자원시설세,0,0
2017,경북,시,과년도수입,20604771000,0.12
2017,경북,시,담배소비세,167061182000,0.94
2017,경북,시,도시계획세(재산세),0,0
2017,경북,시,도축세,0,0
2017,경북,시,자동차세,381664465000,2.14
2017,경북,시,재산세,302020884000,1.69
2017,경북,시,주민세,87290872000,0.49
2017,경북,시,지방소득세,572795189000,3.21
2017,경북,시,지역자원시설세,0,0
2017,경북,시도,과년도수입,-2928623000,-0.01
2017,경북,시도,담배소비세,0,0
2017,경북,시도,등록면허세,67351138000,0.12
2017,경북,시도,레저세,3041046000,0.01
2017,경북,시도,자동차세,0,0
2017,경북,시도,지방교육세,275483473000,0.46
2017,경북,시도,지역자원시설세,136487424000,0.23
2017,경북,시도,취득세,954527409000,1.6
2017,광주,시도,과년도수입,18126270000,0.03
2017,광주,시도,담배소비세,97152209000,0.16
2017,광주,시도,도시계획세(재산세),0,0
2017,광주,시도,도축세,0,0
2017,광주,시도,등록면허세,38338347000,0.06
2017,광주,시도,레저세,16007334000,0.03
2017,광주,시도,자동차세,217164035000,0.36
2017,광주,시도,재산세,171827447000,0.29
2017,광주,시도,주민세,40099764000,0.07
2017,광주,시도,지방교육세,136868833000,0.23
2017,광주,시도,지방소득세,296711079000,0.5
2017,광주,시도,지역자원시설세,28550734000,0.05
2017,광주,시도,취득세,424732125000,0.71
2017,대구,군,과년도수입,2433175000,0.09
2017,대구,군,담배소비세,15208025000,0.54
2017,대구,군,도시계획세(재산세),0,0
2017,대구,군,도축세,0,0
2017,대구,군,자동차세,35816344000,1.28
2017,대구,군,재산세,43232326000,1.55
2017,대구,군,주민세,9299258000,0.33
2017,대구,군,지방소득세,49070773000,1.76
2017,대구,군,지역자원시설세,0,0
2017,대구,시도,과년도수입,25874591000,0.05
2017,대구,시도,담배소비세,143626048000,0.24
2017,대구,시도,도시계획세(재산세),0,0
2017,대구,시도,도축세,0,0
2017,대구,시도,등록면허세,62627350000,0.11
2017,대구,시도,레저세,8379568000,0.01
2017,대구,시도,자동차세,375025641000,0.63
2017,대구,시도,재산세,340408919000,0.57
2017,대구,시도,주민세,45407631000,0.07
2017,대구,시도,지방교육세,251358878000,0.42
2017,대구,시도,지방소득세,386556832000,0.65
2017,대구,시도,지역자원시설세,50383194000,0.08
2017,대구,시도,취득세,935321540000,1.56
2017,대전,시도,과년도수입,-35387352000,-0.06
2017,대전,시도,담배소비세,96783117000,0.16
2017,대전,시도,도시계획세(재산세),0,0
2017,대전,시도,도축세,0,0
2017,대전,시도,등록면허세,34028703000,0.06
2017,대전,시도,레저세,17468038000,0.03
2017,대전,시도,자동차세,216619563000,0.36
2017,대전,시도,재산세,215334135000,0.36
2017,대전,시도,주민세,50802646000,0.09
2017,대전,시도,지방교육세,138736276000,0.23
2017,대전,시도,지방소득세,312219371000,0.52
2017,대전,시도,지역자원시설세,31501499000,0.05
2017,대전,시도,취득세,403039775000,0.67
2017,부산,군,과년도수입,2851264000,0.1
2017,부산,군,담배소비세,10291004000,0.37
2017,부산,군,도시계획세(재산세),0,0
2017,부산,군,도축세,0,0
2017,부산,군,자동차세,18385263000,0.66
2017,부산,군,재산세,52075737000,1.86
2017,부산,군,주민세,5391695000,0.19
2017,부산,군,지방소득세,45069461000,1.61
2017,부산,군,지역자원시설세,0,0
2017,부산,시도,과년도수입,35729646000,0.06
2017,부산,시도,담배소비세,211146964000,0.35
2017,부산,시도,도시계획세(재산세),0,0
2017,부산,시도,도축세,0,0
2017,부산,시도,등록면허세,97424195000,0.16
2017,부산,시도,레저세,108126224000,0.18
2017,부산,시도,자동차세,555365203000,0.93
2017,부산,시도,재산세,550863844000,0.92
2017,부산,시도,주민세,87636029000,0.15
2017,부산,시도,지방교육세,397520315000,0.66
2017,부산,시도,지방소득세,684502100000,1.14
2017,부산,시도,지역자원시설세,108077445000,0.18
2017,부산,시도,취득세,1415072718000,2.36
2017,서울,시도,과년도수입,227062485000,0.38
2017,서울,시도,담배소비세,634735618000,1.06
2017,서울,시도,도시계획세(재산세),-291919000,0
2017,서울,시도,등록면허세,390896046000,0.65
2017,서울,시도,레저세,140860935000,0.24
2017,서울,시도,자동차세,1083783583000,1.81
2017,서울,시도,재산세,3359334438000,5.62
2017,서울,시도,주민세,493693306000,0.83
2017,서울,시도,지방교육세,1453765336000,2.43
2017,서울,시도,지방소득세,4642182160000,7.76
2017,서울,시도,지역자원시설세,269843653000,0.45
2017,서울,시도,취득세,5295210816000,8.86
2017,세종,시도,과년도수입,3433705000,0.01
2017,세종,시도,담배소비세,15146026000,0.03
2017,세종,시도,도시계획세(재산세),0,0
2017,세종,시도,도축세,0,0
2017,세종,시도,등록면허세,13496582000,0.02
2017,세종,시도,레저세,0,0
2017,세종,시도,자동차세,35765091000,0.06
2017,세종,시도,재산세,65970549000,0.11
2017,세종,시도,주민세,7615244000,0.01
2017,세종,시도,지방교육세,49643406000,0.08
2017,세종,시도,지방소득세,71160253000,0.12
2017,세종,시도,지역자원시설세,8630205000,0.01
2017,세종,시도,취득세,331831403000,0.55
2017,울산,군,과년도수입,383968000,0.01
2017,울산,군,담배소비세,18596060000,0.67
2017,울산,군,도시계획세(재산세),0,0
2017,울산,군,도축세,0,0
2017,울산,군,자동차세,56041587000,2
2017,울산,군,재산세,56568621000,2.02
2017,울산,군,주민세,16892207000,0.6
2017,울산,군,지방소득세,141733988000,5.07
2017,울산,군,지역자원시설세,0,0
2017,울산,시도,과년도수입,-1629827000,-0.01
2017,울산,시도,담배소비세,69475078000,0.12
2017,울산,시도,도시계획세(재산세),0,0
2017,울산,시도,도축세,0,0
2017,울산,시도,등록면허세,34565290000,0.06
2017,울산,시도,레저세,0,0
2017,울산,시도,자동차세,140595910000,0.24
2017,울산,시도,재산세,167592405000,0.28
