회계연도,지역명,자치단체명,본청여부,당초예산,세입결산,오차액,오차율
2015,경기,경기부천시,N,1244988967000,1888385454039,643396487039,51.6789
2015,경기,경기성남시,N,2656345953000,3015742839805,359396886805,13.5297
2015,경기,경기수원시,N,2087808238000,2732749784470,644941546470,30.8908
2015,경기,경기시흥시,N,1292627702000,1950690377931,658062675931,50.9089
2015,경기,경기안산시,N,1529357318000,1857751109650,328393791650,21.4727
2015,경기,경기안성시,N,583343553000,791515966885,208172413885,35.6861
2015,경기,경기안양시,N,1020020497000,1426263018059,406242521059,39.8269
2015,경기,경기양주시,N,488945172000,768322523363,279377351363,57.1388
2015,경기,경기양평군,N,439271431000,612502347637,173230916637,39.436
2015,경기,경기여주시,N,514430678000,713885830328,199455152328,38.772
2015,경기,경기연천군,N,344565068000,525563599801,180998531801,52.5296
2015,경기,경기오산시,N,397253971000,592317936642,195063965642,49.1031
2015,경기,경기용인시,N,1730497464000,2437315002292,706817538292,40.8448
2015,경기,경기의왕시,N,307330029000,452773540543,145443511543,47.3249
2015,경기,경기의정부시,N,796251469000,1228139764393,431888295393,54.2402
2015,경기,경기이천시,N,588574471000,924857948632,336283477632,57.1352
2015,경기,경기파주시,N,804328970000,1059726176098,255397206098,31.7528
2015,경기,경기평택시,N,1052317118000,1804269319286,751952201286,71.4568
2015,경기,경기포천시,N,562803903000,848788134399,285984231399,50.8142
2015,경기,경기하남시,N,459532720000,626899769571,167367049571,36.4211
2015,경기,경기화성시,N,1477070593000,2321239716628,844169123628,57.1516
2015,경남,경남거제시,N,652643811000,854279506891,201635695891,30.8952
2015,경남,경남거창군,N,445689228000,596446479645,150757251645,33.8256
2015,경남,경남고성군,N,354858189000,473648435131,118790246131,33.4754
2015,경남,경남김해시,N,1191782362000,1534787693695,343005331695,28.7809
2015,경남,경남남해군,N,356027983000,458282565444,102254582444,28.7209
2015,경남,경남밀양시,N,574330139000,712179793108,137849654108,24.0018
2015,경남,경남본청,Y,7287256659000,9534546158233,2247289499233,30.8386
2015,경남,경남사천시,N,507011926000,634207541627,127195615627,25.0873
2015,경남,경남산청군,N,346507242000,431995929470,85488687470,24.6715
2015,경남,경남양산시,N,797091053000,962838689282,165747636282,20.7941
2015,경남,경남의령군,N,337963341000,469853696662,131890355662,39.025
2015,경남,경남진주시,N,1045073153000,1429029589940,383956436940,36.7397
2015,경남,경남창녕군,N,407150477000,513197730345,106047253345,26.0462
2015,경남,경남창원시,N,2596769175000,3156647744217,559878569217,21.5606
2015,경남,경남통영시,N,458408102000,655514075342,197105973342,42.9979
2015,경남,경남하동군,N,362228334000,467855060096,105626726096,29.1603
2015,경남,경남함안군,N,383560385000,471163245724,87602860724,22.8394
2015,경남,경남함양군,N,337468226000,452365393751,114897167751,34.0468
2015,경남,경남합천군,N,440521022000,594940650993,154419628993,35.0539
2015,경북,경북경산시,N,625157794000,930630147040,305472353040,48.8632
2015,경북,경북경주시,N,1082868157000,1503011330728,420143173728,38.7991
2015,경북,경북고령군,N,273997707000,363757008535,89759301535,32.7591
2015,경북,경북구미시,N,1103750606000,1582480237094,478729631094,43.373
2015,경북,경북군위군,N,251971116000,367645581455,115674465455,45.9078
2015,경북,경북김천시,N,681731745000,997160690464,315428945464,46.2688
2015,경북,경북문경시,N,510806325000,635211411914,124405086914,24.3546
2015,경북,경북본청,Y,7860065765000,9346974275205,1486908510205,18.9173
2015,경북,경북봉화군,N,298761830000,413853270630,115091440630,38.5228
2015,경북,경북상주시,N,655831990000,838244342958,182412352958,27.8139
2015,경북,경북성주군,N,381941451000,511794625576,129853174576,33.9982
2015,경북,경북안동시,N,813055000000,1127496285109,314441285109,38.674
2015,경북,경북영덕군,N,335599115000,451445946828,115846831828,34.5194
2015,경북,경북영양군,N,225866508000,312117358943,86250850943,38.1866
2015,경북,경북영주시,N,538396814000,729273359265,190876545265,35.4528
2015,경북,경북영천시,N,610000000000,824130773652,214130773652,35.1034
2015,경북,경북예천군,N,357576276000,469127453106,111551177106,31.1965
2015,경북,경북울릉군,N,153052060000,200569223733,47517163733,31.0464
2015,경북,경북울진군,N,447795679000,916675062992,468879383992,104.7083
2015,경북,경북의성군,N,464020627000,630335849435,166315222435,35.8422
2015,경북,경북청도군,N,325602047000,458088647143,132486600143,40.6897
2015,경북,경북청송군,N,282339040000,355570002981,73230962981,25.9372
2015,경북,경북칠곡군,N,425700000000,547483370515,121783370515,28.6078
2015,경북,경북포항시,N,1357514390000,1671743473627,314229083627,23.1474
2015,광주,광주광산구,N,463822127000,565654012531,101831885531,21.9549
2015,광주,광주남구,N,277305912000,368942607030,91636695030,33.0453
2015,광주,광주동구,N,216526574000,276968630926,60442056926,27.9144
2015,광주,광주본청,Y,3933062429000,4820471392847,887408963847,22.5628
2015,광주,광주북구,N,481657600000,583356574541,101698974541,21.1144
2015,광주,광주서구,N,348645550000,436221490838,87575940838,25.1189
2015,대구,대구남구,N,241220941000,303337948616,62117007616,25.7511
2015,대구,대구달서구,N,547284946000,637187141185,89902195185,16.4269
2015,대구,대구달성군,N,486394903000,731190773628,244795870628,50.3286
2015,대구,대구동구,N,427679479000,526685819282,99006340282,23.1497
2015,대구,대구본청,Y,6400498917000,8185707304638,1785208387638,27.8917
2015,대구,대구북구,N,445874326000,547607966721,101733640721,22.8167
2015,대구,대구서구,N,273157375000,324035707717,50878332717,18.626
2015,대구,대구수성구,N,426697481000,511743413425,85045932425,19.9312
2015,대구,대구중구,N,177446743000,239307607361,61860864361,34.8617
2015,대전,대전대덕구,N,280234420000,365252985838,85018565838,30.3384
2015,대전,대전동구,N,334114164000,418488848748,84374684748,25.2532
2015,대전,대전본청,Y,4108244837000,4971268514950,863023677950,21.0071
2015,대전,대전서구,N,470121200000,616742985664,146621785664,31.1881
2015,대전,대전유성구,N,390931568000,532594245786,141662677786,36.2372
2015,대전,대전중구,N,308624620000,422883051997,114258431997,37.0218
2015,부산,부산강서구,N,209313647000,310763415747,101449768747,48.4678
2015,부산,부산금정구,N,284375232000,362198118850,77822886850,27.3663
2015,부산,부산기장군,N,431229673000,708658982273,277429309273,64.3345
2015,부산,부산남구,N,251734943000,380376183194,128641240194,51.1019
2015,부산,부산동구,N,193339693000,262348767010,69009074010,35.6932
2015,부산,부산동래구,N,276960442000,369851876610,92891434610,33.5396
2015,부산,부산본청,Y,10020444490000,12199730886332,2179286396332,21.7484
2015,부산,부산부산진구,N,396571863000,506155311370,109583448370,27.6327
2015,부산,부산북구,N,301149761000,413252619531,112102858531,37.225
2015,부산,부산사상구,N,279928602000,358042164249,78113562249,27.9048
2015,부산,부산사하구,N,352996362000,448036347912,95039985912,26.9238
2015,부산,부산서구,N,207404271000,292322955923,84918684923,40.9436
2015,부산,부산수영구,N,198976382000,267025551090,68049169090,34.1996
2015,부산,부산연제구,N,248944727000,307634032590,58689305590,23.5752
2015,부산,부산영도구,N,204299782000,268632009740,64332227740,31.4891
2015,부산,부산중구,N,125140462000,177139121297,51998659297,41.5522
2015,부산,부산해운대구,N,412895098000,529760902004,116865804004,28.304
2015,서울,서울강남구,N,870243560000,1096223777356,225980217356,25.9675
2015,서울,서울강동구,N,471609263000,570571814884,98962551884,20.984
2015,서울,서울강북구,N,443820632000,538067202393,94246570393,21.2353
2015,서울,서울강서구,N,671626456000,737709150060,66082694060,9.8392
2015,서울,서울관악구,N,474634140000,575018145038,100384005038,21.1498
2015,서울,서울광진구,N,394745789000,491887408141,97141619141,24.6087
2015,서울,서울구로구,N,487461141000,595370260916,107909119916,22.137
2015,서울,서울금천구,N,329484186000,383727998360,54243812360,16.4633
2015,서울,서울노원구,N,637254831000,760846248560,123591417560,19.3943
2015,서울,서울도봉구,N,392738766000,482797368447,90058602447,22.9309
2015,서울,서울동대문구,N,417957150000,478457013396,60499863396,14.4751
2015,서울,서울동작구,N,402865467000,519839357032,116973890032,29.0355
2015,서울,서울마포구,N,510562462000,608920941865,98358479865,19.2647
2015,서울,서울본청,Y,26657217692000,30872323751338,4215106059338,15.8123
2015,서울,서울서대문구,N,377506379000,446631366748,69124987748,18.3109
2015,서울,서울서초구,N,632284418000,735499018894,103214600894,16.3241
2015,서울,서울성동구,N,391628042000,446769625208,55141583208,14.0801
2015,서울,서울성북구,N,494445596000,592087266266,97641670266,19.7477
2015,서울,서울송파구,N,565741586000,640833522479,75091936479,13.2732
2015,서울,서울양천구,N,488841223000,568995784952,80154561952,16.3968
2015,서울,서울영등포구,N,451000771000,538697488890,87696717890,19.4449
2015,서울,서울용산구,N,342822005000,386763482083,43941477083,12.8176
2015,서울,서울은평구,N,510381323000,583691196836,73309873836,14.3637
2015,서울,서울종로구,N,412696383000,502582898453,89886515453,21.7803
2015,서울,서울중구,N,362120674000,433483803346,71363129346,19.707
2015,서울,서울중랑구,N,461503937000,532242426614,70738489614,15.3278
2015,세종,세종본청,Y,967609435000,1646340819151,678731384151,70.1452
2015,울산,울산남구,N,365992759000,456155654826,90162895826,24.6352
2015,울산,울산동구,N,196792903000,257020884591,60227981591,30.6048
2015,울산,울산본청,Y,3090833905000,3644307113521,553473208521,17.9069
2015,울산,울산북구,N,228750652000,287571085170,58820433170,25.7138
2015,울산,울산울주군,N,617698625000,846442512715,228743887715,37.0316
2015,울산,울산중구,N,254355912000,337337582203,82981670203,32.6242
2015,인천,인천강화군,N,362447066000,475143283066,112696217066,31.0932
2015,인천,인천계양구,N,337156084000,417259857970,80103773970,23.7587
2015,인천,인천남구,N,456803959000,527402968902,70599009902,15.455
2015,인천,인천남동구,N,549369065000,651885472478,102516407478,18.6608
2015,인천,인천동구,N,196728879000,234468684324,37739805324,19.1837
2015,인천,인천본청,Y,8051910458000,9910665709464,1858755251464,23.0846
2015,인천,인천부평구,N,565102625000,636213968756,71111343756,12.5838
2015,인천,인천서구,N,503902107000,663279310380,159377203380,31.6286
2015,인천,인천연수구,N,340871714000,425164281130,84292567130,24.7285
2015,인천,인천옹진군,N,270890885000,349790609028,78899724028,29.126
2015,인천,인천중구,N,267839076000,374771740924,106932664924,39.9242
2015,전남,전남강진군,N,288900245000,405248994322,116348749322,40.273
2015,전남,전남고흥군,N,476950521000,739874907330,262924386330,55.1261
2015,전남,전남곡성군,N,293081181000,386224916843,93143735843,31.7809
2015,전남,전남광양시,N,571996050000,722487507672,150491457672,26.3099
2015,전남,전남구례군,N,249445786000,299313514342,49867728342,19.9914
2015,전남,전남나주시,N,542832067000,801132824370,258300757370,47.5839
2015,전남,전남담양군,N,324285087000,406971835833,82686748833,25.4982
2015,전남,전남목포시,N,654350907000,758605042606,104254135606,15.9325
2015,전남,전남무안군,N,374855303000,586255266640,211399963640,56.3951
2015,전남,전남보성군,N,363186383000,465143623059,101957240059,28.073
2015,전남,전남본청,Y,6671297574000,7256337074107,585039500107,8.7695
2015,전남,전남순천시,N,868763310000,1194452605948,325689295948,37.4888
2015,전남,전남신안군,N,411807333000,606899640729,195092307729,47.3747
2015,전남,전남여수시,N,905385126000,1218141873912,312756747912,34.5441
2015,전남,전남영광군,N,408286704000,616938941714,208652237714,51.1043
2015,전남,전남영암군,N,394441213000,513431203577,118989990577,30.1667
2015,전남,전남완도군,N,347153276000,532306242816,185152966816,53.3346
2015,전남,전남장성군,N,331721208000,482885312020,151164104020,45.5696
2015,전남,전남장흥군,N,339304269000,455990797824,116686528824,34.3899
2015,전남,전남진도군,N,285347681000,432946130775,147598449775,51.7258
2015,전남,전남함평군,N,325197254000,466459468857,141262214857,43.4389
2015,전남,전남해남군,N,497528135000,733108521538,235580386538,47.3502
2015,전남,전남화순군,N,405750046000,571105448475,165355402475,40.753
2015,전북,전북고창군,N,444796467000,561590674374,116794207374,26.2579
2015,전북,전북군산시,N,958388018000,1148952628703,190564610703,19.8839
2015,전북,전북김제시,N,576049519000,739431337582,163381818582,28.3625
2015,전북,전북남원시,N,516830255000,644768451904,127938196904,24.7544
2015,전북,전북무주군,N,289073513000,368941024185,79867511185,27.6288
2015,전북,전북본청,Y,5463648994000,6099857834203,636208840203,11.6444
2015,전북,전북부안군,N,438480838000,515959731283,77478893283,17.6698
2015,전북,전북순창군,N,308002005000,401508504435,93506499435,30.3591
2015,전북,전북완주군,N,584740389000,713991670880,129251281880,22.104
2015,전북,전북익산시,N,935045837000,1220724348698,285678511698,30.5524
2015,전북,전북임실군,N,318879117000,457261735268,138382618268,43.3966
2015,전북,전북장수군,N,272255821000,389336707529,117080886529,43.004
2015,전북,전북전주시,N,1340954839000,1753478983362,412524144362,30.7635
2015,전북,전북정읍시,N,667871378000,829088367263,161216989263,24.1389
2015,전북,전북진안군,N,320781701000,401131620000,80349919000,25.0482
2015,제주,제주본청,Y,4283145082000,5394028330130,1110883248130,25.9362
2015,충남,충남계룡시,N,142344074000,213593635823,71249561823,50.0545
2015,충남,충남공주시,N,557603504000,794110266994,236506762994,42.4149
2015,충남,충남금산군,N,341468799000,433320063545,91851264545,26.8989
2015,충남,충남논산시,N,583441942000,726451754047,143009812047,24.5114
2015,충남,충남당진시,N,669118814000,923115146298,253996332298,37.9598
2015,충남,충남보령시,N,534113608000,743991952395,209878344395,39.2947
2015,충남,충남본청,Y,5228921000000,6525336410167,1296415410167,24.7932
2015,충남,충남부여군,N,416375136000,638624334500,222249198500,53.3772
2015,충남,충남서산시,N,663950000000,859586554883,195636554883,29.4656
2015,충남,충남서천군,N,381797580000,508745380360,126947800360,33.25
2015,충남,충남아산시,N,907472158000,1232505438605,325033280605,35.8174
2015,충남,충남예산군,N,467518775000,604891800671,137373025671,29.3834
2015,충남,충남천안시,N,1333353428000,1751669081602,418315653602,31.3732
2015,충남,충남청양군,N,280273450000,389227871152,108954421152,38.8743
2015,충남,충남태안군,N,392557797000,613799627511,221241830511,56.359
2015,충남,충남홍성군,N,462051724000,599284817517,137233093517,29.7008
2015,충북,충북괴산군,N,300744499000,475821232320,175076733320,58.2144
2015,충북,충북단양군,N,270851274000,379081934970,108230660970,39.9594
2015,충북,충북보은군,N,283848302000,383918080876,100069778876,35.2547
2015,충북,충북본청,Y,3888909977000,4558989768547,670079791547,17.2305
2015,충북,충북영동군,N,358180606000,508879017550,150698411550,42.0733
2015,충북,충북옥천군,N,343101658000,475583030360,132481372360,38.6129
2015,충북,충북음성군,N,457142952000,591572986577,134430034577,29.4066
2015,충북,충북제천시,N,588831959000,740293556393,151461597393,25.7224
2015,충북,충북증평군,N,181170005000,225171103045,44001098045,24.2872
2015,충북,충북진천군,N,332549590000,451125955243,118576365243,35.6567
2015,충북,충북청주시,N,2022042674000,2745533436317,723490762317,35.7802
2015,충북,충북충주시,N,761850478000,1018986270079,257135792079,33.7515
2016,강원,강원강릉시,N,769231327000,1031882181207,262650854207,34.1446
2016,강원,강원고성군,N,283704186000,402802273711,119098087711,41.9797
2016,강원,강원동해시,N,347022191000,435249628842,88227437842,25.4241
2016,강원,강원본청,Y,5633549162000,7681662804757,2048113642757,36.3557
2016,강원,강원삼척시,N,464436252000,644144242317,179707990317,38.6938
2016,강원,강원속초시,N,282206954000,390620598153,108413644153,38.4164
2016,강원,강원양구군,N,280426155000,396483791392,116057636392,41.3862
2016,강원,강원양양군,N,270282323000,342795884896,72513561896,26.8288
2016,강원,강원영월군,N,318956253000,467712190991,148755937991,46.6384
2016,강원,강원원주시,N,994270504000,1528377831793,534107327793,53.7185
2016,강원,강원인제군,N,323422395000,467043132280,143620737280,44.4066
2016,강원,강원정선군,N,367549115000,574468059204,206918944204,56.297
2016,강원,강원철원군,N,334880549000,498972322817,164091773817,49.0001
2016,강원,강원춘천시,N,1038979847000,1365169541919,326189694919,31.3952
2016,강원,강원태백시,N,311124667000,491565524512,180440857512,57.9963
2016,강원,강원평창군,N,354392865000,558948865251,204556000251,57.7201
2016,강원,강원홍천군,N,464848192000,634845558433,169997366433,36.5705
2016,강원,강원화천군,N,283984901000,374302638248,90317737248,31.8037
2016,강원,강원횡성군,N,335457940000,489191178392,153733238392,45.8279
2016,경기,경기가평군,N,414337741000,567124602866,152786861866,36.875
2016,경기,경기고양시,N,1556056500000,2188888098926,632831598926,40.6689
2016,경기,경기과천시,N,289797445000,398696726555,108899281555,37.5777
2016,경기,경기광명시,N,683714491000,906512382934,222797891934,32.5864
2016,경기,경기광주시,N,622893647000,1042479424209,419585777209,67.3607
2016,경기,경기구리시,N,454864857000,621246296031,166381439031,36.5782
2016,경기,경기군포시,N,651373750000,794492222921,143118472921,21.9718
2016,경기,경기김포시,N,1155051471000,1581408047574,426356576574,36.9123
2016,경기,경기남양주시,N,1149454417000,1630346061959,480891644959,41.8365
2016,경기,경기동두천시,N,350126130000,539345351630,189219221630,54.0432
2016,경기,경기본청,Y,20818802530000,26939495204821,6120692674821,29.3998
2016,경기,경기부천시,N,1613976592000,2224880506517,610903914517,37.8509
2016,경기,경기성남시,N,2572987213000,3368013028203,795025815203,30.8989
2016,경기,경기수원시,N,2358084034000,2906073244897,547989210897,23.2387
2016,경기,경기시흥시,N,1480128676000,2229612649052,749483973052,50.6364
2016,경기,경기안산시,N,1622861941000,2479145079409,856283138409,52.7638
2016,경기,경기안성시,N,587106102000,934457877683,347351775683,59.1634
2016,경기,경기안양시,N,1107497832000,1528553198476,421055366476,38.0186
2016,경기,경기양주시,N,585826697000,818238055052,232411358052,39.6724
2016,경기,경기양평군,N,455252836000,667534265138,212281429138,46.6293
2016,경기,경기여주시,N,556411274000,826323514016,269912240016,48.5095
2016,경기,경기연천군,N,344616632000,540129901878,195513269878,56.7336
2016,경기,경기오산시,N,433977053000,674338992782,240361939782,55.3859
2016,경기,경기용인시,N,1945120235000,2624302396713,679182161713,34.9172
2016,경기,경기의왕시,N,320942999000,478915578986,157972579986,49.2214
2016,경기,경기의정부시,N,839459353000,1277860084791,438400731791,52.2242
2016,경기,경기이천시,N,612261074000,1104469665603,492208591603,80.3919
2016,경기,경기파주시,N,882137924000,1225700613001,343562689001,38.9466
2016,경기,경기평택시,N,1235144905000,2075275692599,840130787599,68.0188
2016,경기,경기포천시,N,506209879000,929468343887,423258464887,83.6132
2016,경기,경기하남시,N,462652317000,679935783896,217283466896,46.9647
2016,경기,경기화성시,N,1926140430000,2729713054484,803572624484,41.7193
2016,경남,경남거제시,N,681537776000,898873736021,217335960021,31.8891
2016,경남,경남거창군,N,461772495000,604247605515,142475110515,30.854
2016,경남,경남고성군,N,373548596000,509878559194,136329963194,36.4959
2016,경남,경남김해시,N,1203872753000,1563329618746,359456865746,29.8584
2016,경남,경남남해군,N,361992769000,496931344301,134938575301,37.2766
2016,경남,경남밀양시,N,572905002000,804956155479,232051153479,40.5043
2016,경남,경남본청,Y,7542890476000,9163640040908,1620749564908,21.4871
2016,경남,경남사천시,N,542344396000,723314199376,180969803376,33.3681
2016,경남,경남산청군,N,353075144000,483085517175,130010373175,36.8223
2016,경남,경남양산시,N,911389903000,1145429186890,234039283890,25.6794
2016,경남,경남의령군,N,360125421000,496630077414,136504656414,37.9048
2016,경남,경남진주시,N,1054775316000,1722136159703,667360843703,63.2704
2016,경남,경남창녕군,N,432367237000,555925894429,123558657429,28.5772
2016,경남,경남창원시,N,2638969592000,3540397877245,901428285245,34.1583
2016,경남,경남통영시,N,473485167000,699756514072,226271347072,47.7885
2016,경남,경남하동군,N,397256415000,539877554056,142621139056,35.9015
2016,경남,경남함안군,N,399221830000,505171137301,105949307301,26.539
2016,경남,경남함양군,N,355919750000,475073962209,119154212209,33.4778
2016,경남,경남합천군,N,456512437000,634561871607,178049434607,39.0021
2016,경북,경북경산시,N,737164968000,985275421704,248110453704,33.6574
2016,경북,경북경주시,N,1126698022000,1703128546976,576430524976,51.161
2016,경북,경북고령군,N,279573937000,383133984536,103560047536,37.0421
2016,경북,경북구미시,N,1121561638000,1587267610008,465705972008,41.523
2016,경북,경북군위군,N,284010567000,412352046452,128341479452,45.189
2016,경북,경북김천시,N,820126290000,1085860112740,265733822740,32.4016
2016,경북,경북문경시,N,534279000000,652427542066,118148542066,22.1136
2016,경북,경북본청,Y,8529707555000,9741357425172,1211649870172,14.2051
2016,경북,경북봉화군,N,313639304000,478258353883,164619049883,52.4867
2016,경북,경북상주시,N,670044612000,975797396014,305752784014,45.6317
2016,경북,경북성주군,N,399664000000,518385285225,118721285225,29.7053
2016,경북,경북안동시,N,786535377000,1145414317892,358878940892,45.6278
2016,경북,경북영덕군,N,367084044000,472329223263,105245179263,28.6706
2016,경북,경북영양군,N,246694957000,340943445936,94248488936,38.2045
2016,경북,경북영주시,N,563358084000,780065414106,216707330106,38.4671
2016,경북,경북영천시,N,637287426000,941736333983,304448907983,47.7726
2016,경북,경북예천군,N,383392696000,543983672795,160590976795,41.8868
2016,경북,경북울릉군,N,154081413000,205800668896,51719255896,33.5662
2016,경북,경북울진군,N,643313024000,1009979557933,366666533933,56.9966
2016,경북,경북의성군,N,481113538000,676728616392,195615078392,40.6588
2016,경북,경북청도군,N,314558268000,480503836437,165945568437,52.7551
2016,경북,경북청송군,N,298006489000,383118106161,85111617161,28.5603
2016,경북,경북칠곡군,N,436400000000,549537551949,113137551949,25.9252
2016,경북,경북포항시,N,1468229873000,1845618730121,377388857121,25.7037
2016,광주,광주광산구,N,499802478000,599328923931,99526445931,19.9132
2016,광주,광주남구,N,280363284000,396737945191,116374661191,41.5085
2016,광주,광주동구,N,242707550000,316399076983,73691526983,30.3623
2016,광주,광주본청,Y,4163972594000,4893497101072,729524507072,17.5199
2016,광주,광주북구,N,504290632000,617091722043,112801090043,22.3683
2016,광주,광주서구,N,366091513000,464073900310,97982387310,26.7645
2016,대구,대구남구,N,267069219000,357206204087,90136985087,33.7504
2016,대구,대구달서구,N,600201172000,704472045707,104270873707,17.3727
2016,대구,대구달성군,N,550313676000,862225208047,311911532047,56.6789
2016,대구,대구동구,N,466326919000,594813965563,128487046563,27.553
2016,대구,대구본청,Y,7222588409000,8189472259395,966883850395,13.3869
2016,대구,대구북구,N,468073081000,597989753807,129916672807,27.7556
2016,대구,대구서구,N,292259190000,388510699068,96251509068,32.9336
2016,대구,대구수성구,N,467918316000,585166161455,117247845455,25.0573
2016,대구,대구중구,N,192616093000,286913747782,94297654782,48.9563
2016,대전,대전대덕구,N,294704601000,393046201062,98341600062,33.3696
2016,대전,대전동구,N,358203415000,432985801503,74782386503,20.8771
2016,대전,대전본청,Y,4312802052000,5191890080785,879088028785,20.3832
2016,대전,대전서구,N,503856598000,667493821928,163637223928,32.4769
2016,대전,대전유성구,N,403205119000,550263747442,147058628442,36.4724
2016,대전,대전중구,N,331813679000,420928878245,89115199245,26.857
2016,부산,부산강서구,N,228727696000,331232418180,102504722180,44.8152
2016,부산,부산금정구,N,309784804000,386837292796,77052488796,24.8729
2016,부산,부산기장군,N,481830919000,661103704481,179272785481,37.2066
2016,부산,부산남구,N,270417968000,414713241691,144295273691,53.3601
2016,부산,부산동구,N,196046933000,275514897204,79467964204,40.5352
2016,부산,부산동래구,N,300229388000,413623434360,113394046360,37.7691
2016,부산,부산본청,Y,11147652001000,12593250881827,1445598880827,12.9677
2016,부산,부산부산진구,N,416000530000,565899258570,149898728570,36.0333
2016,부산,부산북구,N,341727305000,453234877901,111507572901,32.6306
2016,부산,부산사상구,N,302835063000,390714471448,87879408448,29.0189
2016,부산,부산사하구,N,383123877000,490907854920,107783977920,28.1329
2016,부산,부산서구,N,213945473000,313505292653,99559819653,46.5351
2016,부산,부산수영구,N,219118791000,303985219850,84866428850,38.7308
2016,부산,부산연제구,N,262205928000,340629207883,78423279883,29.909
2016,부산,부산영도구,N,222524011000,298612660160,76088649160,34.1935
2016,부산,부산중구,N,136063957000,196266775234,60202818234,44.246
2016,부산,부산해운대구,N,436491104000,582431631884,145940527884,33.4349
2016,서울,서울강남구,N,916817624000,1223954258716,307136634716,33.5003
2016,서울,서울강동구,N,515133234000,657110741525,141977507525,27.5613
2016,서울,서울강북구,N,486129132000,603625710577,117496578577,24.1698
2016,서울,서울강서구,N,714775197000,825950916471,111175719471,15.5539
2016,서울,서울관악구,N,521402477000,639843231525,118440754525,22.7158
2016,서울,서울광진구,N,432207005000,555606168856,123399163856,28.5509
2016,서울,서울구로구,N,542981357000,670713784690,127732427690,23.5243
2016,서울,서울금천구,N,360232834000,429893844606,69661010606,19.3378
2016,서울,서울노원구,N,694946675000,851047199099,156100524099,22.4622
2016,서울,서울도봉구,N,447255717000,561352363721,114096646721,25.5104
2016,서울,서울동대문구,N,444327045000,535631893654,91304848654,20.549
2016,서울,서울동작구,N,456290355000,594484327634,138193972634,30.2864
2016,서울,서울마포구,N,562030607000,670343868802,108313261802,19.2718
2016,서울,서울본청,Y,29272794246000,34836934197419,5564139951419,19.0079
2016,서울,서울서대문구,N,406166034000,534031832396,127865798396,31.4812
2016,서울,서울서초구,N,682215590000,817789622298,135574032298,19.8726
2016,서울,서울성동구,N,416787094000,505486343923,88699249923,21.2817
2016,서울,서울성북구,N,530814175000,660955620476,130141445476,24.5173
2016,서울,서울송파구,N,603202533000,711009751818,107807218818,17.8725
2016,서울,서울양천구,N,525114585000,661132918212,136018333212,25.9026
2016,서울,서울영등포구,N,476342511000,580595458600,104252947600,21.8861
2016,서울,서울용산구,N,366945436000,433267064442,66321628442,18.074
2016,서울,서울은평구,N,557015571000,663723022421,106707451421,19.157
2016,서울,서울종로구,N,432342705000,546594693819,114251988819,26.4263
2016,서울,서울중구,N,414585572000,501111230167,86525658167,20.8704
2016,서울,서울중랑구,N,494082344000,589079062164,94996718164,19.2269
2016,세종,세종본청,Y,1194522501000,1893363496834,698840995834,58.5038
2016,울산,울산남구,N,379854400000,497237940322,117383540322,30.9022
2016,울산,울산동구,N,217657287000,269390452283,51733165283,23.7682
2016,울산,울산본청,Y,3397293393000,4129202364697,731908971697,21.5439
2016,울산,울산북구,N,252306369000,370104903470,117798534470,46.6887
2016,울산,울산울주군,N,730312953000,1023948369078,293635416078,40.2068
2016,울산,울산중구,N,279345754000,374756452750,95410698750,34.1551
2016,인천,인천강화군,N,372055831000,526467807977,154411976977,41.5024
2016,인천,인천계양구,N,358403148000,490053920249,131650772249,36.7326
2016,인천,인천남구,N,491299691000,611877002390,120577311390,24.5425
2016,인천,인천남동구,N,580237788000,744463560969,164225772969,28.3032
2016,인천,인천동구,N,178867322000,254851438508,75984116508,42.4807
2016,인천,인천본청,Y,8531672102000,10014198429271,1482526327271,17.3767
2016,인천,인천부평구,N,594472517000,702450777201,107978260201,18.1637
2016,인천,인천서구,N,548571570000,736570386512,187998816512,34.2706
2016,인천,인천연수구,N,391371428000,523120575057,131749147057,33.6635
2016,인천,인천옹진군,N,283534721000,411674134208,128139413208,45.1936
2016,인천,인천중구,N,295745003000,419636529411,123891526411,41.8913
2016,전남,전남강진군,N,291504744000,447388687742,155883943742,53.4756
2016,전남,전남고흥군,N,532957400000,833695133438,300737733438,56.4281
2016,전남,전남곡성군,N,286798051000,408754180474,121956129474,42.5233
2016,전남,전남광양시,N,685291495000,854763978024,169472483024,24.73
2016,전남,전남구례군,N,234112224000,326058202512,91945978512,39.2743
2016,전남,전남나주시,N,578794769000,901887397942,323092628942,55.8216
2016,전남,전남담양군,N,319143499000,437007094313,117863595313,36.9312
2016,전남,전남목포시,N,681031391000,849819008387,168787617387,24.7841
2016,전남,전남무안군,N,395096202000,634115188840,239018986840,60.4964
2016,전남,전남보성군,N,366601874000,535090464649,168488590649,45.9596
2016,전남,전남본청,Y,6884895796000,8182967072067,1298071276067,18.8539
2016,전남,전남순천시,N,938064576000,1281949402640,343884826640,36.659
2016,전남,전남신안군,N,412459170000,688742104585,276282934585,66.9843
2016,전남,전남여수시,N,914790647000,1317051025519,402260378519,43.9729
2016,전남,전남영광군,N,430923405000,662486229540,231562824540,53.7364
2016,전남,전남영암군,N,398092365000,547197285140,149104920140,37.4549
2016,전남,전남완도군,N,351290142000,543872561358,192582419358,54.8215
