회계연도,지역명,자치단체명,자치단체코드,본청여부,전년도현재액,증감액총계,조성액,사용액,당해년도현재액
2016,전남,전남신안군,4687000,N,3014802267,526632693,901489313,374856620,3541434960
2016,경북,경북본청,4700000,Y,717407332146,42051934942,144040229833,101988294891,759459267088
2016,경북,경북포항시,4711000,N,44563689518,34460752538,44914068510,10453315972,79024442056
2016,경북,경북경주시,4712000,N,30050370316,3759158448,5977612978,2218454530,33809528764
2016,경북,경북김천시,4713000,N,13717917334,781214166,1940163426,1158949260,14499131500
2016,경북,경북안동시,4714000,N,9096214974,512396649,1759722831,1247326182,9608611623
2016,경북,경북구미시,4715000,N,20294841651,589752424,6115958105,5526205681,20884594075
2016,경북,경북영주시,4716000,N,6110651610,1380681393,2436069263,1055387870,7491333003
2016,경북,경북영천시,4717000,N,13763567128,-135223587,990196803,1125420390,13628343541
2016,경북,경북상주시,4718000,N,39050189035,5579615587,6581172147,1001556560,44629804622
2016,경북,경북문경시,4719000,N,6164094833,1173987338,1691000268,517012930,7338082171
2016,경북,경북경산시,4720000,N,13379175311,6848888473,8206325819,1357437346,20228063784
2016,경북,경북군위군,4771000,N,1643487949,76340186,686150866,609810680,1719828135
2016,경북,경북의성군,4772000,N,1009794391,418729267,1152345209,733615942,1428523658
2016,경북,경북청송군,4773000,N,3075790870,1033953280,1119432530,85479250,4109744150
2016,경북,경북영양군,4774000,N,4656972789,2196027080,2630449110,434422030,6852999869
2016,경북,경북영덕군,4775000,N,1439294295,321448597,350992597,29544000,1760742892
2016,경북,경북청도군,4776000,N,2306513233,665186708,1200682348,535495640,2971699941
2016,경북,경북고령군,4777000,N,2826465795,128508301,396272621,267764320,2954974096
2016,경북,경북성주군,4778000,N,5739121940,659627150,3497497730,2837870580,6398749090
2016,경북,경북칠곡군,4779000,N,4153003510,-256395151,380026269,636421420,3896608359
2016,경북,경북예천군,4780000,N,9133599181,12322636854,28894531614,16571894760,21456236035
2016,경북,경북봉화군,4781000,N,8765638040,2173158343,4975545603,2802387260,10938796383
2016,경북,경북울진군,4782000,N,4101745062,309606790,3085630791,2776024001,4411351852
2016,경북,경북울릉군,4783000,N,1790993298,-1088810250,56677480,1145487730,702183048
2016,경남,경남본청,4800000,Y,198101135410,26490726574,82048703980,55557977406,224591861984
2016,경남,경남창원시,4811000,N,133500858895,-21370288412,29662122859,51032411271,112130570483
2016,경남,경남진주시,4813000,N,13745520867,-90032951,2245768749,2335801700,13655487916
2016,경남,경남통영시,4815000,N,20581087822,2693547080,4389418400,1695871320,23274634902
2016,경남,경남사천시,4816000,N,7067136526,16388637,1517230307,1500841670,7083525163
2016,경남,경남김해시,4817000,N,23404770819,2347371592,9397282040,7049910448,25752142411
2016,경남,경남밀양시,4818000,N,9112786157,-867228545,1384805212,2252033757,8245557612
2016,경남,경남거제시,4819000,N,30204551865,-9985247436,5995058177,15980305613,20219304429
2016,경남,경남양산시,4820000,N,47337654939,1019437444,23667810946,22648373502,48357092383
2016,경남,경남의령군,4871000,N,16647479403,-1895239261,1677261929,3572501190,14752240142
2016,경남,경남함안군,4872000,N,9046615129,6300787566,8271904436,1971116870,15347402695
2016,경남,경남창녕군,4873000,N,17392569591,-769007835,1035415095,1804422930,16623561756
2016,경남,경남고성군,4874000,N,1714336172,209534230,867897780,658363550,1923870402
2016,경남,경남남해군,4875000,N,12205296138,27518320,771727700,744209380,12232814458
2016,경남,경남하동군,4876000,N,19173746409,-7488591464,6301865876,13790457340,11685154945
2016,경남,경남산청군,4877000,N,5826164230,-15065955,1315110315,1330176270,5811098275
2016,경남,경남함양군,4878000,N,4462027692,111541680,1883937480,1772395800,4573569372
2016,경남,경남거창군,4879000,N,13235728254,149977046,952674366,802697320,13385705300
2016,경남,경남합천군,4880000,N,10249892477,1456651792,3923086942,2466435150,11706544269
2016,제주,제주본청,4900000,Y,430833403982,61471786516,231463475340,169991688824,492305190498
2017,서울,서울본청,1100000,Y,4011178336441,-270299367781,1088078623361,1358377991142,3740878968660
2017,서울,서울종로구,1111000,N,97036921062,19738576606,23070543463,3331966857,116775497668
2017,서울,서울중구,1112000,N,21916926796,-71968430,9777629730,9849598160,21844958366
2017,서울,서울용산구,1113000,N,33213571856,-4443922405,7441299685,11885222090,28769649451
2017,서울,서울성동구,1114000,N,34799081303,-4915281947,10719463090,15634745037,29883799356
2017,서울,서울광진구,1115000,N,63312390696,27491742028,39936360628,12444618600,90804132724
2017,서울,서울동대문구,1116000,N,24469370251,2243747755,7834504966,5590757211,26713118006
2017,서울,서울중랑구,1117000,N,24402338959,2453266839,7892227679,5438960840,26855605798
2017,서울,서울성북구,1118000,N,13908044565,2897920984,6095910254,3197989270,16805965549
2017,서울,서울강북구,1119000,N,43154650384,15336429742,26389353122,11052923380,58491080126
2017,서울,서울도봉구,1120000,N,29563419241,1812954357,20082924824,18269970467,31376373598
2017,서울,서울노원구,1121000,N,22180464705,878328937,12307509235,11429180298,23058793642
2017,서울,서울은평구,1122000,N,24870078107,2449836202,7791503612,5341667410,27319914309
2017,서울,서울서대문구,1123000,N,14813047558,21829866146,25788750479,3958884333,36642913704
2017,서울,서울마포구,1124000,N,57531419514,-24169278727,14948713413,39117992140,33362140787
2017,서울,서울양천구,1125000,N,24887001028,38062345344,41370657474,3308312130,62949346372
2017,서울,서울강서구,1126000,N,94150450141,18030324178,23317180818,5286856640,112180774319
2017,서울,서울구로구,1127000,N,62049364377,-606095355,54995264653,55601360008,61443269022
2017,서울,서울금천구,1128000,N,12900346230,-279121450,5601278320,5880399770,12621224780
2017,서울,서울영등포구,1129000,N,26724469563,-2354904205,9255106759,11610010964,24369565358
2017,서울,서울동작구,1130000,N,60002819241,4907690762,17525775159,12618084397,64910510003
2017,서울,서울관악구,1131000,N,16891431898,2911505288,10454461893,7542956605,19802937186
2017,서울,서울서초구,1132000,N,198202479033,14873545275,25844421305,10970876030,213076024308
2017,서울,서울강남구,1133000,N,246861662941,28218960471,42464024417,14245063946,275080623412
2017,서울,서울송파구,1134000,N,29135786660,330464475,14620745776,14290281301,29466251135
2017,서울,서울강동구,1135000,N,29246779814,5138393045,21058443212,15920050167,34385172859
2017,부산,부산본청,2600000,Y,878883082121,174608245985,806190942533,631582696548,1053491328106
2017,부산,부산중구,2611000,N,2612820448,76676362,319232002,242555640,2689496810
2017,부산,부산서구,2612000,N,2449489397,58918570,307485800,248567230,2508407967
2017,부산,부산동구,2613000,N,3284521277,-86203497,420902903,507106400,3198317780
2017,부산,부산영도구,2614000,N,3398951380,293161560,444804700,151643140,3692112940
2017,부산,부산부산진구,2615000,N,8198484580,707795440,1073782710,365987270,8906280020
2017,부산,부산동래구,2616000,N,56623323980,139321490,1502073380,1362751890,56762645470
2017,부산,부산남구,2617000,N,4791523765,1018603122,1175356842,156753720,5810126887
2017,부산,부산북구,2618000,N,15466583730,6514809240,6973796320,458987080,21981392970
2017,부산,부산해운대구,2619000,N,17497601446,1087326258,2023474378,936148120,18584927704
2017,부산,부산사하구,2620000,N,6021563383,164094383,1422658850,1258564467,6185657766
2017,부산,부산금정구,2621000,N,3650252744,328040527,699364467,371323940,3978293271
2017,부산,부산강서구,2622000,N,3415042249,554912932,942284952,387372020,3969955181
2017,부산,부산연제구,2623000,N,17157263750,5453730070,5998003950,544273880,22610993820
2017,부산,부산수영구,2624000,N,10545442350,5416942800,6738046740,1321103940,15962385150
2017,부산,부산사상구,2625000,N,11830737388,1235241071,3394964091,2159723020,13065978459
2017,부산,부산기장군,2671000,N,14053201234,835937096,1360406629,524469533,14889138330
2017,대구,대구본청,2700000,Y,854174651209,91635452424,176399127094,84763674670,945810103633
2017,대구,대구중구,2711000,N,6461379421,852575869,1031220849,178644980,7313955290
2017,대구,대구동구,2712000,N,2791912979,194923622,744365062,549441440,2986836601
2017,대구,대구서구,2713000,N,5669872753,109144842,1960684922,1851540080,5779017595
2017,대구,대구남구,2714000,N,2786893641,295679431,401593201,105913770,3082573072
2017,대구,대구북구,2715000,N,4579815553,334918095,1037381445,702463350,4914733648
2017,대구,대구수성구,2716000,N,9018594533,2713780698,3225104488,511323790,11732375231
2017,대구,대구달서구,2717000,N,7056800097,800947605,1283280365,482332760,7857747702
2017,대구,대구달성군,2771000,N,10061719706,-963580774,1321952763,2285533537,9098138932
2017,인천,인천본청,2800000,Y,1354669867620,25158145305,273894232058,248736086753,1379828012925
2017,인천,인천중구,2811000,N,19945153034,1114638804,2215444545,1100805741,21059791838
2017,인천,인천동구,2812000,N,13899558748,7997232197,8367444786,370212589,21896790945
2017,인천,인천남구,2813000,N,10136206762,387963162,1446495899,1058532737,10524169924
2017,인천,인천연수구,2814000,N,17236556576,3260520788,3580921150,320400362,20497077364
2017,인천,인천남동구,2815000,N,32311187002,1100866446,2058765126,957898680,33412053448
2017,인천,인천부평구,2816000,N,29805694565,-6700480524,1900030445,8600510969,23105214041
2017,인천,인천계양구,2817000,N,9768264340,2624642733,2997628448,372985715,12392907073
2017,인천,인천서구,2818000,N,26936848609,2202513462,3127675077,925161615,29139362071
2017,인천,인천강화군,2871000,N,5838860502,50810919,438171519,387360600,5889671421
2017,인천,인천옹진군,2872000,N,3262141645,-57219493,317977637,375197130,3204922152
2017,광주,광주본청,2900000,Y,820737813902,30346174264,142285178791,111939004527,851083988166
2017,광주,광주동구,2911000,N,2987454614,243772584,640258724,396486140,3231227198
2017,광주,광주서구,2912000,N,9491663140,534269536,1499809533,965539997,10025932676
2017,광주,광주남구,2913000,N,3806441452,-472698846,1882115534,2354814380,3333742606
2017,광주,광주북구,2914000,N,10731250645,-1225163441,2568571229,3793734670,9506087204
2017,광주,광주광산구,2915000,N,7755503803,836700829,1255678369,418977540,8592204632
2017,대전,대전본청,3000000,Y,506555168411,522456998679,655274199809,132817201130,1029012167090
2017,대전,대전동구,3011000,N,11884834051,-1116259271,1846196209,2962455480,10768574780
2017,대전,대전중구,3012000,N,12335600347,5833257348,6778709804,945452456,18168857695
2017,대전,대전서구,3013000,N,24461572997,14270256126,30560483959,16290227833,38731829123
2017,대전,대전유성구,3014000,N,47922467296,6754730300,7479896970,725166670,54677197596
2017,대전,대전대덕구,3015000,N,30300577834,5714329336,8510817963,2796488627,36014907170
2017,울산,울산본청,3100000,Y,326812871701,762247873595,886852890084,124605016489,1089060745296
2017,울산,울산중구,3111000,N,6474840977,342882650,727947200,385064550,6817723627
2017,울산,울산남구,3112000,N,13128891549,676757134,2206918334,1530161200,13805648683
2017,울산,울산동구,3113000,N,4151586727,-301373468,1134024302,1435397770,3850213259
2017,울산,울산북구,3114000,N,5330139271,231371376,1434644274,1203272898,5561510647
2017,울산,울산울주군,3171000,N,10242162439,-2315010419,2723278481,5038288900,7927152020
2017,세종,세종본청,3200000,Y,154931308295,29456304615,43027913838,13571609223,184387612910
2017,경기,경기본청,4100000,Y,2505204377304,2098159138672,3738157403070,1639998264398,4603363515976
2017,경기,경기수원시,4111000,N,90612995208,18649300077,37942631901,19293331824,109262295285
2017,경기,경기성남시,4112000,N,407885715832,40128441740,63420593762,23292152022,448014157572
2017,경기,경기의정부시,4113000,N,40595482790,-138997448,60844080422,60983077870,40456485342
2017,경기,경기안양시,4114000,N,176674784224,16734891821,22181107171,5446215350,193409676045
2017,경기,경기부천시,4115000,N,144604836794,-28466416270,9508289844,37974706114,116138420524
2017,경기,경기광명시,4116000,N,59591460441,1354437716,3141356646,1786918930,60945898157
2017,경기,경기평택시,4117000,N,57811414233,28078214629,33558727629,5480513000,85889628862
2017,경기,경기동두천시,4118000,N,24000542390,2074294653,2675263433,600968780,26074837043
2017,경기,경기안산시,4119000,N,405254315949,8677610578,24317090751,15639480173,413931926527
2017,경기,경기고양시,4120000,N,94487841568,11572532078,17152896198,5580364120,106060373646
2017,경기,경기과천시,4121000,N,157842052073,8769375619,11074909049,2305533430,166611427692
2017,경기,경기구리시,4122000,N,21156201662,2612040201,2860002201,247962000,23768241863
2017,경기,경기남양주시,4123000,N,80810756229,22310819316,26721658286,4410838970,103121575545
2017,경기,경기오산시,4124000,N,24326901710,1808403923,2567144793,758740870,26135305633
2017,경기,경기시흥시,4125000,N,58290140618,3540834413,4472664653,931830240,61830975031
2017,경기,경기군포시,4126000,N,32704853136,1659546413,3115108263,1455561850,34364399549
2017,경기,경기의왕시,4127000,N,26795673802,2302715560,2893222690,590507130,29098389362
2017,경기,경기하남시,4128000,N,21013840466,1333456818,4144151754,2810694936,22347297284
2017,경기,경기용인시,4129000,N,259950056341,3120832493,48735731924,45614899431,263070888834
2017,경기,경기파주시,4130000,N,40649870636,2984498040,5039385790,2054887750,43634368676
2017,경기,경기이천시,4131000,N,12201216106,908453010,4218041800,3309588790,13109669116
2017,경기,경기안성시,4132000,N,42230355305,1464099551,14576891867,13112792316,43694454856
2017,경기,경기김포시,4133000,N,10771374640,2138327469,3781582108,1643254639,12909702109
2017,경기,경기화성시,4134000,N,164004805345,1740476055,12230930295,10490454240,165745281400
2017,경기,경기광주시,4135000,N,44539212584,2564092316,5226483067,2662390751,47103304900
2017,경기,경기양주시,4136000,N,19829080776,-620126430,4087110050,4707236480,19208954346
2017,경기,경기포천시,4137000,N,44577306624,12660054799,17763673451,5103618652,57237361423
2017,경기,경기여주시,4138000,N,91645426187,8787633086,14844951115,6057318029,100433059273
2017,경기,경기연천군,4175000,N,16756790360,15206789981,17994128631,2787338650,31963580341
2017,경기,경기가평군,4177000,N,51796487079,-8736202019,6633742741,15369944760,43060285060
2017,경기,경기양평군,4178000,N,35380453197,-3013078293,4015128337,7028206630,32367374904
2017,강원,강원본청,4200000,Y,426691147686,642075886177,1048808090179,406732204002,1068767033863
2017,강원,강원춘천시,4211000,N,135264563470,-17090948346,82899875634,99990823980,118173615124
2017,강원,강원원주시,4212000,N,39885116766,2412231273,5269138493,2856907220,42297348039
2017,강원,강원강릉시,4213000,N,26309879683,2039334724,3964886044,1925551320,28349214407
2017,강원,강원동해시,4214000,N,20182186331,912638081,2060683036,1148044955,21094824412
2017,강원,강원태백시,4215000,N,7666546901,166431987,1074599517,908167530,7832978888
2017,강원,강원속초시,4216000,N,22122347600,1774092808,3467372818,1693280010,23896440408
2017,강원,강원삼척시,4217000,N,6159866308,256129880,528341680,272211800,6415996188
2017,강원,강원홍천군,4271000,N,26083970402,1730777563,4248729266,2517951703,27814747965
2017,강원,강원횡성군,4272000,N,11698129566,433028618,814131808,381103190,12131158184
2017,강원,강원영월군,4273000,N,5350366754,487772367,753823067,266050700,5838139121
2017,강원,강원평창군,4274000,N,19794080230,1424861465,2562486295,1137624830,21218941695
2017,강원,강원정선군,4275000,N,39952662427,1760241726,2706394486,946152760,41712904153
2017,강원,강원철원군,4276000,N,6608543081,1708528990,4967707080,3259178090,8317072071
2017,강원,강원화천군,4277000,N,8941945438,1284738218,4283834734,2999096516,10226683656
2017,강원,강원양구군,4278000,N,21761385557,1177524055,2247276245,1069752190,22938909612
2017,강원,강원인제군,4279000,N,13097804739,11373802388,12734617508,1360815120,24471607127
2017,강원,강원고성군,4280000,N,6576984427,175917266,423104256,247186990,6752901693
2017,강원,강원양양군,4281000,N,16301098965,499942532,737728312,237785780,16801041497
2017,충북,충북본청,4300000,Y,552524711915,254344618179,438584368209,184239750030,806869330094
2017,충북,충북충주시,4312000,N,17088574763,3163107136,4802482566,1639375430,20251681899
2017,충북,충북제천시,4313000,N,22848037066,1459994708,6059892058,4599897350,24308031774
2017,충북,충북청주시,4314000,N,164000452822,-9708023767,71418547483,81126571250,154292429055
2017,충북,충북보은군,4372000,N,9253514623,82973830,397044990,314071160,9336488453
2017,충북,충북옥천군,4373000,N,7105523400,1327471810,2036966280,709494470,8432995210
2017,충북,충북영동군,4374000,N,5000084710,312100420,719170370,407069950,5312185130
2017,충북,충북진천군,4375000,N,6593937503,3006683398,3831925418,825242020,9600620901
2017,충북,충북괴산군,4376000,N,8762935690,705743290,1577463470,871720180,9468678980
2017,충북,충북음성군,4377000,N,10563678101,1026350805,3162566575,2136215770,11590028906
2017,충북,충북단양군,4378000,N,6014554595,-32539534,270243188,302782722,5982015061
2017,충북,충북증평군,4379000,N,3032730743,5279431469,5920133639,640702170,8312162212
2017,충남,충남본청,4400000,Y,329090135762,484935057396,828916473352,343981415956,814025193158
2017,충남,충남천안시,4411000,N,57033577097,5922322713,16635963470,10713640757,62955899810
2017,충남,충남공주시,4412000,N,6562462589,262579840,1064508990,801929150,6825042429
2017,충남,충남보령시,4413000,N,11771396548,1817023363,14016412323,12199388960,13588419911
2017,충남,충남아산시,4414000,N,32690479170,2654558322,22016752842,19362194520,35345037492
2017,충남,충남서산시,4415000,N,32965453239,10678201262,16770227792,6092026530,43643654501
2017,충남,충남논산시,4416000,N,8311229392,1096265427,4833300477,3737035050,9407494819
2017,충남,충남계룡시,4417000,N,5806659010,188026637,412849927,224823290,5994685647
2017,충남,충남당진시,4418000,N,31431146340,15991650600,22484644690,6492994090,47422796940
2017,충남,충남금산군,4471000,N,1024017836,2861551116,5935955846,3074404730,3885568952
2017,충남,충남부여군,4473000,N,6499256827,451694348,2385110118,1933415770,6950951175
2017,충남,충남서천군,4474000,N,36630504062,5752747426,8095234377,2342486951,42383251488
2017,충남,충남청양군,4475000,N,14536036073,12650204502,16416034792,3765830290,27186240575
2017,충남,충남홍성군,4476000,N,32811996042,2417108515,3874138465,1457029950,35229104557
2017,충남,충남예산군,4477000,N,25257882010,-7587443612,14934909668,22522353280,17670438398
2017,충남,충남태안군,4478000,N,2455875759,379780792,654810792,275030000,2835656551
2017,전북,전북본청,4500000,Y,796075530932,146038694414,346801108712,200762414298,942114225346
2017,전북,전북전주시,4511000,N,58677048120,2472464882,117926816798,115454351916,61149513002
2017,전북,전북군산시,4512000,N,31402423558,2916887071,13301992719,10385105648,34319310629
2017,전북,전북익산시,4513000,N,26793519599,779069957,2493866465,1714796508,27572589556
2017,전북,전북정읍시,4514000,N,42604714060,8012817657,28492016227,20479198570,50617531717
2017,전북,전북남원시,4515000,N,9442366244,135120919,1881202109,1746081190,9577487163
2017,전북,전북김제시,4516000,N,24516550251,6441033708,7925125078,1484091370,30957583959
2017,전북,전북완주군,4571000,N,9766981061,156257482,1358757760,1202500278,9923238543
2017,전북,전북진안군,4572000,N,7795230938,97127685,1447228155,1350100470,7892358623
2017,전북,전북무주군,4573000,N,3930075350,534690023,1449876493,915186470,4464765373
2017,전북,전북장수군,4574000,N,20543304891,-7794328701,5025187029,12819515730,12748976190
2017,전북,전북임실군,4575000,N,9269190863,108045184,4753925010,4645879826,9377236047
2017,전북,전북순창군,4576000,N,14143217606,-4812004770,2009765450,6821770220,9331212836
2017,전북,전북고창군,4577000,N,14135030281,82617948,815328024,732710076,14217648229
2017,전북,전북부안군,4578000,N,10383717099,406432608,854620338,448187730,10790149707
2017,전남,전남본청,4600000,Y,1107477131023,7121847550,601553501344,594431653794,1114598978573
2017,전남,전남목포시,4611000,N,25722178582,-1243959433,3621009177,4864968610,24478219149
2017,전남,전남여수시,4612000,N,57065631771,21398507043,28869339833,7470832790,78464138814
2017,전남,전남순천시,4613000,N,22931649715,37638102188,39962699378,2324597190,60569751903
2017,전남,전남나주시,4614000,N,21542441828,-3117938292,2412180398,5530118690,18424503536
2017,전남,전남광양시,4615000,N,16826506859,-3885094003,2707954510,6593048513,12941412856
2017,전남,전남담양군,4671000,N,35260132377,2592944352,3556941262,963996910,37853076729
2017,전남,전남곡성군,4672000,N,3121063165,-3413877700,3926785830,7340663530,-292814535
2017,전남,전남구례군,4673000,N,8240936997,79612810,1764003540,1684390730,8320549807
2017,전남,전남고흥군,4674000,N,49140215779,-18156014560,7188288390,25344302950,30984201219
2017,전남,전남보성군,4675000,N,3146796759,-72974989,681192441,754167430,3073821770
2017,전남,전남화순군,4676000,N,1763836902,32924950,685665810,652740860,1796761852
2017,전남,전남장흥군,4677000,N,2476765439,5956082880,6527091620,571008740,8432848319
2017,전남,전남강진군,4678000,N,5166652119,312408720,954671120,642262400,5479060839
2017,전남,전남해남군,4679000,N,66075062117,-1572357189,7787352881,9359710070,64502704928
2017,전남,전남영암군,4680000,N,43168803150,-156518621,2092538729,2249057350,43012284529
2017,전남,전남무안군,4681000,N,8639326450,1207451590,2008308090,800856500,9846778040
2017,전남,전남함평군,4682000,N,12515315667,-97246536,1779354554,1876601090,12418069131
2017,전남,전남영광군,4683000,N,66382577436,13506667320,20558423710,7051756390,79889244756
2017,전남,전남장성군,4684000,N,6650552280,531646440,937253140,405606700,7182198720
2017,전남,전남완도군,4685000,N,5860232116,1579994512,2011598972,431604460,7440226628
2017,전남,전남진도군,4686000,N,4048163902,735148188,1027422288,292274100,4783312090
2017,전남,전남신안군,4687000,N,3541434960,46169237,746238007,700068770,3587604197
2017,경북,경북본청,4700000,Y,1455247741864,235960503156,676910133523,440949630367,1691208245020
2017,경북,경북포항시,4711000,N,53841384358,24211750006,29620359077,5408609071,78053134364
2017,경북,경북경주시,4712000,N,33820328764,650324932,6219711992,5569387060,34470653696
2017,경북,경북김천시,4713000,N,14479950348,2406477203,3235437743,828960540,16886427551
2017,경북,경북안동시,4714000,N,9608611623,8450469921,11517060921,3066591000,18059081544
2017,경북,경북구미시,4715000,N,20884594075,3395087844,11398659184,8003571340,24279681919
2017,경북,경북영주시,4716000,N,7491333003,760283413,2239875633,1479592220,8251616416
2017,경북,경북영천시,4717000,N,13628343541,184447189,1051007598,866560409,13812790730
2017,경북,경북상주시,4718000,N,44629804622,7384429913,8190937503,806507590,52014234535
2017,경북,경북문경시,4719000,N,7338082172,802955400,1475450710,672495310,8141037572
2017,경북,경북경산시,4720000,N,20228063784,2715402435,5356306345,2640903910,22943466219
2017,경북,경북군위군,4771000,N,1511305054,-472429509,199290851,671720360,1038875545
2017,경북,경북의성군,4772000,N,1423877553,398535017,1124275357,725740340,1822412570
2017,경북,경북청송군,4773000,N,4109744150,110847700,117847700,7000000,4220591850
2017,경북,경북영양군,4774000,N,6852999869,3649479990,4151883100,502403110,10502479859
2017,경북,경북영덕군,4775000,N,1901616538,-209112275,248487725,457600000,1692504263
2017,경북,경북청도군,4776000,N,2862641351,980059323,1885393693,905334370,3842700674
2017,경북,경북고령군,4777000,N,2954974096,290793569,690139239,399345670,3245767665
2017,경북,경북성주군,4778000,N,6398749090,332262390,2983633050,2651370660,6731011480
2017,경북,경북칠곡군,4779000,N,3896608359,1053899690,1619998850,566099160,4950508049
2017,경북,경북예천군,4780000,N,21456235285,-6424619820,19302900150,25727519970,15031615465
2017,경북,경북봉화군,4781000,N,10938796383,2703536620,5905840690,3202304070,13642333003
2017,경북,경북울진군,4782000,N,4411351852,837263215,2679040285,1841777070,5248615067
2017,경북,경북울릉군,4783000,N,702183048,64057150,562122390,498065240,766240198
2017,경남,경남본청,4800000,Y,224591861984,284291914678,592846980809,308555066131,508883776662
2017,경남,경남창원시,4811000,N,309298857154,53280667684,117736311782,64455644098,362579524838
2017,경남,경남진주시,4813000,N,13655487916,943181756,2448275446,1505093690,14598669672
2017,경남,경남통영시,4815000,N,23274634902,1120636907,2609271417,1488634510,24395271809
2017,경남,경남사천시,4816000,N,7083525163,-1025108340,1741806270,2766914610,6058416823
2017,경남,경남김해시,4817000,N,25752142411,2361656761,10052044121,7690387360,28113799172
2017,경남,경남밀양시,4818000,N,8245557612,10258890346,11846109786,1587219440,18504447958
2017,경남,경남거제시,4819000,N,20219304429,1376790940,4779178560,3402387620,21596095369
2017,경남,경남양산시,4820000,N,48357092383,-4296195809,6536066494,10832262303,44060896574
2017,경남,경남의령군,4871000,N,14752656432,2339619856,3587879576,1248259720,17092276288
2017,경남,경남함안군,4872000,N,15347402695,-184186120,5987084011,6171270131,15163216575
2017,경남,경남창녕군,4873000,N,16623561756,1592686716,2888602607,1295915891,18216248472
2017,경남,경남고성군,4874000,N,1923870402,2214104880,2851045110,636940230,4137975282
2017,경남,경남남해군,4875000,N,12125958401,213040070,737459200,524419130,12338998471
2017,경남,경남하동군,4876000,N,11685154945,3023347643,5763827085,2740479442,14708502588
2017,경남,경남산청군,4877000,N,5511098250,1580262360,3493721290,1913458930,7091360610
2017,경남,경남함양군,4878000,N,4574733122,1953077214,3879479744,1926402530,6527810336
2017,경남,경남거창군,4879000,N,13385705300,179470051,763932041,584461990,13565175351
2017,경남,경남합천군,4880000,N,11706544269,7031497657,8625831499,1594333842,18738041926
2017,제주,제주본청,4900000,Y,961726638482,65720931312,365403577205,299682645893,1027447569794
2018,서울,서울본청,1100000,Y,3740878968660,446065080179,1558000078130,1111934997951,4186944048839
2018,서울,서울종로구,1111000,N,116775497668,16863527435,20511746118,3648218683,133639025103
2018,서울,서울중구,1112000,N,21844958366,-861089355,9542225135,10403314490,20983869011
2018,서울,서울용산구,1113000,N,28193204590,2548960497,8266014020,5717053523,30742165087
2018,서울,서울성동구,1114000,N,29883799356,-2773908928,13045165982,15819074910,27109890428
2018,서울,서울광진구,1115000,N,90804132724,22575412042,41156874052,18581462010,113379544766
2018,서울,서울동대문구,1116000,N,26713118006,1805793059,7696320010,5890526951,28518911065
2018,서울,서울중랑구,1117000,N,26855605798,636283554,10479906802,9843623248,27491889352
2018,서울,서울성북구,1118000,N,16805965549,1245818289,6414220319,5168402030,18051783838
2018,서울,서울강북구,1119000,N,58491080126,19846357679,31866165636,12019807957,78337437805
2018,서울,서울도봉구,1120000,N,31376373598,2476746848,21903235374,19426488526,33853120446
2018,서울,서울노원구,1121000,N,23058793642,-5820203386,5971533748,11791737134,17238590256
2018,서울,서울은평구,1122000,N,27319914309,476583802,6736927212,6260343410,27796498111
2018,서울,서울서대문구,1123000,N,36642913704,15697473334,20939481084,5242007750,52340387038
2018,서울,서울마포구,1124000,N,33362140787,-809133103,8002960855,8812093958,32553007684
2018,서울,서울양천구,1125000,N,62949346372,36897204162,41564011620,4666807458,99846550534
2018,서울,서울강서구,1126000,N,112180774319,-43721749332,11312750738,55034500070,68459024987
2018,서울,서울구로구,1127000,N,63443269022,-16496141011,32129883362,48626024373,46947128011
2018,서울,서울금천구,1128000,N,12621224780,-249356490,5983048290,6232404780,12371868290
2018,서울,서울영등포구,1129000,N,22199565358,-1507395433,10384937236,11892332669,20692169925
2018,서울,서울동작구,1130000,N,64910510003,12895525095,20521100164,7625575069,77806035098
2018,서울,서울관악구,1131000,N,19802937186,2563805663,6785478163,4221672500,22366742849
2018,서울,서울서초구,1132000,N,213076024308,3295325781,19505609221,16210283440,216371350089
2018,서울,서울강남구,1133000,N,275080623412,11388171528,31307197454,19919025926,286468794940
2018,서울,서울송파구,1134000,N,29466251135,2347265226,18887384936,16540119710,31813516361
2018,서울,서울강동구,1135000,N,34385172859,11135651388,30409669468,19274018080,45520824247
2018,부산,부산본청,2600000,Y,1053491328106,-508325081,712757981459,713266306540,1052983003025
2018,부산,부산중구,2611000,N,2689496810,2366605379,2570073639,203468260,5056102189
2018,부산,부산서구,2612000,N,1903497037,73283990,278392300,205108310,1976781027
2018,부산,부산동구,2613000,N,3198317780,113398557,414427690,301029133,3311716337
2018,부산,부산영도구,2614000,N,3692112940,20020640,303630400,283609760,3712133580
2018,부산,부산부산진구,2615000,N,8906280020,8156757830,8496098970,339341140,17063037850
2018,부산,부산동래구,2616000,N,56762645470,6026446040,6657369780,630923740,62789091510
2018,부산,부산남구,2617000,N,5810126887,592546357,850695767,258149410,6402673244
2018,부산,부산북구,2618000,N,21981392970,1526024320,2502218230,976193910,23507417290
2018,부산,부산해운대구,2619000,N,18584927704,972858699,2068512489,1095653790,19557786403
2018,부산,부산사하구,2620000,N,6185702496,3850805166,4724062336,873257170,10036507662
2018,부산,부산금정구,2621000,N,3978293271,900019506,1350027306,450007800,4878312777
2018,부산,부산강서구,2622000,N,3969955181,468294992,1029054172,560759180,4438250173
2018,부산,부산연제구,2623000,N,22610993820,-266533240,2781686300,3048219540,22344460580
